,factors,cv_score,cv_score_std
2200,"['c11_sc', 'c44_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-271.40361959382085,260.8097026749524
1113,"['lattice_constant_sc', 'c44_fcc', 'relaxation_volume_fcc']",-271.71991082632593,279.3257792407712
2194,"['c11_sc', 'c44_fcc', 'cohesive_energy_fcc']",-271.81865365187565,263.10303083410236
2324,"['c12_bcc', 'c44_fcc', 'relaxation_volume_fcc']",-271.91133749678585,278.068468014073
977,"['lattice_constant_sc', 'bulk_modulus_sc', 'c44_fcc']",-271.9775612546413,275.8260883143596
1262,"['bulk_modulus_bcc', 'c11_sc', 'c44_fcc']",-271.986664015446,258.3063179249718
2868,"['surface_energy_100_fcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-271.996047619542,354.783226662296
425,"['lattice_constant_bcc', 'bulk_modulus_fcc', 'c12_fcc']",-272.18612991877194,279.2312115031983
2180,"['c11_sc', 'c44_bcc', 'c44_fcc']",-272.1992659809439,260.69358224926276
768,"['lattice_constant_fcc', 'c11_fcc', 'unstable_stack_energy_fcc']",-272.26603171393504,285.87002760070334
2196,"['c11_sc', 'c44_fcc', 'surface_energy_100_fcc']",-272.2931801170918,260.48716693499637
2084,"['c11_fcc', 'cohesive_energy_fcc', 'unstable_stack_energy_fcc']",-272.2940858906703,328.57509613610836
2197,"['c11_sc', 'c44_fcc', 'ideal_surface_energy_100_fcc']",-272.3078296847231,260.5483633444244
1652,"['bulk_modulus_sc', 'c11_fcc', 'unstable_stack_energy_fcc']",-272.34202640611005,326.81783691298506
422,"['lattice_constant_bcc', 'bulk_modulus_fcc', 'c11_fcc']",-272.3897714940681,288.28145573805267
836,"['lattice_constant_fcc', 'c44_bcc', 'c44_fcc']",-272.41064377869014,286.58123067001003
192,"['c11_fcc', 'unstable_stack_energy_fcc']",-272.4776955289166,324.45521726063237
1600,"['bulk_modulus_fcc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",-272.5135594474926,320.5487931419641
2193,"['c11_sc', 'c44_fcc', 'c44_sc']",-272.8158805102735,257.8814592332744
2093,"['c11_fcc', 'thermal_expansion_coeff_fcc', 'unstable_stack_energy_fcc']",-272.88186926110205,325.6012114129431
1707,"['bulk_modulus_sc', 'c12_sc', 'c44_fcc']",-273.39211707938495,257.6283037847493
1662,"['bulk_modulus_sc', 'c11_sc', 'c44_fcc']",-273.39958472448126,257.51495193709167
2167,"['c11_sc', 'c12_sc', 'c44_fcc']",-273.4572572292341,257.5851432193162
1986,"['c11_fcc', 'c11_sc', 'c44_fcc']",-273.5902821009187,257.3802034910257
630,"['lattice_constant_bcc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",-273.7231040428027,326.08539497286205
1744,"['bulk_modulus_sc', 'c44_fcc', 'relaxation_volume_fcc']",-273.74560630926914,266.71647550936353
683,"['lattice_constant_fcc', 'bulk_modulus_bcc', 'c44_fcc']",-273.81079784828415,287.7686841862498
617,"['lattice_constant_bcc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-274.29788439416876,349.48918832611486
794,"['lattice_constant_fcc', 'c12_bcc', 'c44_fcc']",-274.3432913119885,287.27651210049163
2101,"['c11_fcc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-274.45379436347815,325.55568095262157
1833,"['c11_bcc', 'c11_sc', 'c44_fcc']",-274.51189137294614,258.6950684281205
2108,"['c11_fcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-274.52412912454645,330.3315609610971
202,"['c11_sc', 'c44_fcc']",-274.55676512794395,257.17578503245653
2121,"['c11_fcc', 'unstable_stack_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-274.7348433100343,324.0664573434485
1678,"['bulk_modulus_sc', 'c12_bcc', 'c44_fcc']",-274.7889329220913,269.1754507888585
1292,"['bulk_modulus_bcc', 'c12_fcc', 'c44_bcc']",-275.1938117427333,289.15238307452154
2810,"['cohesive_energy_fcc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",-275.56853833650797,338.6604514363036
2644,"['c44_bcc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",-275.7207781144824,347.4525659022333
2122,"['c11_fcc', 'unstable_stack_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-275.7374746308857,324.88671826540195
1031,"['lattice_constant_sc', 'c11_sc', 'c44_fcc']",-276.34375705984974,267.66065068427656
2918,"['extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-276.7185800875179,328.58809357238243
2074,"['c11_fcc', 'c44_sc', 'unstable_stack_energy_fcc']",-277.38515027118603,320.4319233866331
2204,"['c11_sc', 'c44_fcc', 'relaxation_volume_fcc']",-277.69537650485506,261.55905923438337
758,"['lattice_constant_fcc', 'c11_fcc', 'c12_fcc']",-277.7785036198013,292.3394349472312
2138,"['c11_sc', 'c12_bcc', 'c44_fcc']",-278.12341426430714,261.5016274314781
1815,"['c11_bcc', 'c11_fcc', 'c44_bcc']",-279.81454103962744,280.6322906633345
2272,"['c12_bcc', 'c12_fcc', 'c44_bcc']",-280.2421576257533,306.3525240302262
624,"['lattice_constant_bcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-280.48519101534293,354.46410294357963
1021,"['lattice_constant_sc', 'c11_fcc', 'unstable_stack_energy_fcc']",-280.6706856410315,292.9278442278499
906,"['lattice_constant_fcc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",-280.8958329540322,324.22555393768084
2917,"['extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-281.53809800973204,323.7834185717645
1893,"['c11_bcc', 'c44_bcc', 'cohesive_energy_fcc']",-282.2742189689781,295.36962485879815
2250,"['c11_sc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",-283.1602811121726,308.4957236721784
2884,"['surface_energy_100_fcc', 'unstable_stack_energy_fcc', 'relaxation_volume_fcc']",-283.2729218192588,325.6055272321074
435,"['lattice_constant_bcc', 'bulk_modulus_fcc', 'unstable_stack_energy_fcc']",-283.8337547075833,314.5040598603333
1993,"['c11_fcc', 'c11_sc', 'unstable_stack_energy_fcc']",-283.9754976300807,302.07173823947585
893,"['lattice_constant_fcc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-284.02707602767777,349.7792414149158
698,"['lattice_constant_fcc', 'bulk_modulus_fcc', 'c11_fcc']",-284.56495274781435,300.299804013392
2029,"['c11_fcc', 'c12_fcc', 'relaxation_volume_fcc']",-285.094166128195,283.25573107160255
1377,"['bulk_modulus_bcc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-285.1329863231318,367.9732798300484
701,"['lattice_constant_fcc', 'bulk_modulus_fcc', 'c12_fcc']",-285.20458176620645,290.8126657024356
2475,"['c12_fcc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",-286.6303467148354,330.47603096893977
1146,"['lattice_constant_sc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-286.9852118875972,338.3239600061191
900,"['lattice_constant_fcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-287.5294648549567,355.4070710280041
1587,"['bulk_modulus_fcc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-287.9007771941163,348.4635398592566
2631,"['c44_bcc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-289.0824991193543,369.62820232179445
1524,"['bulk_modulus_fcc', 'c12_sc', 'unstable_stack_energy_fcc']",-289.3413072331397,308.46408962076686
2880,"['surface_energy_100_fcc', 'unstable_stack_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-289.5368593041132,325.9480544802351
2614,"['c44_bcc', 'cohesive_energy_fcc', 'unstable_stack_energy_fcc']",-289.7402166526327,399.10234199264494
1011,"['lattice_constant_sc', 'c11_fcc', 'c12_fcc']",-289.74289381996755,287.3475812373236
491,"['lattice_constant_bcc', 'c11_fcc', 'extr_stack_fault_energy_fcc']",-289.9187232916708,286.38703587702315
1159,"['lattice_constant_sc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",-290.6500318615055,330.19092682127524
1537,"['bulk_modulus_fcc', 'c44_bcc', 'unstable_stack_energy_fcc']",-290.73233433799163,382.0931101033463
1948,"['c11_bcc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-291.14595798225326,365.2100094155844
1594,"['bulk_modulus_fcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-291.499796962856,357.96538197025893
2023,"['c11_fcc', 'c12_fcc', 'extr_stack_fault_energy_fcc']",-291.64221949783615,321.0888878278704
1570,"['bulk_modulus_fcc', 'cohesive_energy_fcc', 'unstable_stack_energy_fcc']",-291.75679062434006,367.6013354467998
2462,"['c12_fcc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-291.7945836376701,364.5205311305343
1329,"['bulk_modulus_bcc', 'c44_bcc', 'relaxed_formation_potential_energy_fcc']",-291.9231381814834,279.16210155802645
2357,"['c12_bcc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-292.0608540578021,355.55815374314915
1390,"['bulk_modulus_bcc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",-292.2952335195482,351.8094806271372
2797,"['cohesive_energy_fcc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-292.29527409998144,369.0443714142067
1461,"['bulk_modulus_fcc', 'c11_fcc', 'extr_stack_fault_energy_fcc']",-292.32125291214004,321.00241667230097
951,"['lattice_constant_sc', 'bulk_modulus_fcc', 'c11_fcc']",-292.5367666474255,285.5707176738041
2536,"['c12_sc', 'cohesive_energy_fcc', 'unstable_stack_energy_fcc']",-292.5678936531795,327.53940303920353
2905,"['ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc', 'relaxation_volume_fcc']",-292.67467493500305,329.60106808408335
1444,"['bulk_modulus_fcc', 'c11_bcc', 'unstable_stack_energy_fcc']",-293.3002969487027,348.2392701645491
2833,"['thermal_expansion_coeff_fcc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-293.50304756915193,366.00312119395653
1436,"['bulk_modulus_fcc', 'c11_bcc', 'c44_bcc']",-293.91928461879775,281.56362571643734
1515,"['bulk_modulus_fcc', 'c12_fcc', 'relaxation_volume_fcc']",-293.93021304316215,280.97954705823327
1153,"['lattice_constant_sc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-294.6718860822689,344.27210314519834
317,"['surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-294.71055405065425,365.07455592106487
1495,"['bulk_modulus_fcc', 'c12_bcc', 'unstable_stack_energy_fcc']",-295.15264543246803,352.04191618865434
1790,"['bulk_modulus_sc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",-295.53138657473625,329.84763023370635
2020,"['c11_fcc', 'c12_fcc', 'thermal_expansion_coeff_fcc']",-295.87045281185135,315.8055485997797
2309,"['c12_bcc', 'c44_bcc', 'relaxed_formation_potential_energy_fcc']",-295.88212782784075,288.5019809089028
711,"['lattice_constant_fcc', 'bulk_modulus_fcc', 'unstable_stack_energy_fcc']",-295.9518239436086,313.9861207156072
1195,"['bulk_modulus_bcc', 'bulk_modulus_fcc', 'unstable_stack_energy_fcc']",-296.04912847970127,349.68722681588196
1961,"['c11_bcc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",-296.2313471216994,353.9963747353845
1327,"['bulk_modulus_bcc', 'c44_bcc', 'unstable_stack_energy_fcc']",-296.2674536341496,377.8459124453195
954,"['lattice_constant_sc', 'bulk_modulus_fcc', 'c12_fcc']",-296.88427675577105,286.06847096810014
2026,"['c11_fcc', 'c12_fcc', 'relaxed_formation_potential_energy_fcc']",-296.90136736923137,289.46767779622155
1330,"['bulk_modulus_bcc', 'c44_bcc', 'unrelaxed_formation_potential_energy_fcc']",-297.2268424328222,282.366662717163
2638,"['c44_bcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-297.39575318398255,383.7899146800406
1458,"['bulk_modulus_fcc', 'c11_fcc', 'thermal_expansion_coeff_fcc']",-297.52821451782387,314.31082260936427
1509,"['bulk_modulus_fcc', 'c12_fcc', 'extr_stack_fault_energy_fcc']",-298.21812173507044,320.8373495101267
1384,"['bulk_modulus_bcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-298.22606710707055,376.22281267460187
2310,"['c12_bcc', 'c44_bcc', 'unrelaxed_formation_potential_energy_fcc']",-298.2646370016087,292.14988489406267
2916,"['extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-298.4473866427102,389.5554446645168
2920,"['extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc', 'relaxation_volume_fcc']",-298.45345375327906,342.6284108048719
2901,"['ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-298.55280976020697,337.34229074241966
2307,"['c12_bcc', 'c44_bcc', 'unstable_stack_energy_fcc']",-298.60083448163107,390.6675235437085
2469,"['c12_fcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-298.7078208192542,375.4406914511277
2651,"['c44_bcc', 'unstable_stack_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-298.73004150499963,378.2074551704746
2881,"['surface_energy_100_fcc', 'unstable_stack_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-298.7803766551764,364.26066962892276
1425,"['bulk_modulus_fcc', 'bulk_modulus_sc', 'unstable_stack_energy_fcc']",-298.79228170192835,369.356042840713
1608,"['bulk_modulus_fcc', 'unstable_stack_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-298.90857257056155,365.84681786077385
567,"['lattice_constant_bcc', 'c44_bcc', 'unstable_stack_energy_fcc']",-298.91175892103024,377.2720659500448
135,"['bulk_modulus_fcc', 'unstable_stack_energy_fcc']",-298.98130717021473,367.7847486168377
2882,"['surface_energy_100_fcc', 'unstable_stack_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-299.01336195162867,376.09150225564343
2553,"['c12_sc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-299.5595746488967,357.74965538878246
2573,"['c12_sc', 'unstable_stack_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-299.77746919965836,354.17682572719434
2016,"['c11_fcc', 'c12_fcc', 'c44_bcc']",-299.9537841423325,328.81479214374394
1610,"['bulk_modulus_fcc', 'unstable_stack_energy_fcc', 'relaxation_volume_fcc']",-300.1839902382668,309.96078614692243
1607,"['bulk_modulus_fcc', 'unstable_stack_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-300.1985329540108,354.4870929365193
1560,"['bulk_modulus_fcc', 'c44_sc', 'unstable_stack_energy_fcc']",-300.4722252760341,364.7948411342448
1955,"['c11_bcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-300.4981477051244,376.38259560123294
2445,"['c12_fcc', 'cohesive_energy_fcc', 'unstable_stack_energy_fcc']",-300.5200536336582,382.08632724021777
1579,"['bulk_modulus_fcc', 'thermal_expansion_coeff_fcc', 'unstable_stack_energy_fcc']",-300.6507809783246,368.49746855798753
767,"['lattice_constant_fcc', 'c11_fcc', 'extr_stack_fault_energy_fcc']",-300.6764444828813,286.4291518927719
540,"['lattice_constant_bcc', 'c12_fcc', 'unstable_stack_energy_fcc']",-300.9584327042002,348.07631896200684
2804,"['cohesive_energy_fcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-301.02745204323685,379.9153654818933
2119,"['c11_fcc', 'extr_stack_fault_energy_fcc', 'relaxation_volume_fcc']",-301.08360280926706,285.39934282633607
483,"['lattice_constant_bcc', 'c11_fcc', 'c12_sc']",-301.1674716406014,285.7627322331184
1900,"['c11_bcc', 'c44_bcc', 'relaxed_formation_potential_energy_fcc']",-301.6060277000904,274.3442108938663
2364,"['c12_bcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-301.77104279766235,366.7027828508238
1467,"['bulk_modulus_fcc', 'c11_fcc', 'relaxation_volume_fcc']",-301.9218563893264,311.76942776232096
1464,"['bulk_modulus_fcc', 'c11_fcc', 'relaxed_formation_potential_energy_fcc']",-302.1921443792158,287.8927418131628
549,"['lattice_constant_bcc', 'c12_sc', 'cohesive_energy_fcc']",-302.6194200418263,309.53581508826187
637,"['lattice_constant_bcc', 'unstable_stack_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-302.75995835225945,367.01300702226104
1454,"['bulk_modulus_fcc', 'c11_fcc', 'c44_bcc']",-302.97196431094295,327.9945410308301
461,"['lattice_constant_bcc', 'c11_bcc', 'c11_fcc']",-303.16888110395047,283.72505844827486
1606,"['bulk_modulus_fcc', 'unstable_stack_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-303.30093145722,344.7571710735481
1242,"['bulk_modulus_bcc', 'c11_fcc', 'c12_fcc']",-303.3258900532997,322.24784039097807
392,"['lattice_constant_bcc', 'lattice_constant_sc', 'unstable_stack_energy_fcc']",-303.4016755537095,367.0004054353011
1760,"['bulk_modulus_sc', 'cohesive_energy_fcc', 'unstable_stack_energy_fcc']",-303.40545591062306,380.6385653290771
330,"['extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",-303.4111926491123,353.11340544837753
1452,"['bulk_modulus_fcc', 'c11_fcc', 'c12_fcc']",-303.4217660885393,321.8226822326295
182,"['c11_fcc', 'c12_fcc']",-303.4410917114284,321.7919164753372
638,"['lattice_constant_bcc', 'unstable_stack_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-303.6274710421466,369.67279604452244
324,"['ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-303.6397488318944,378.999612981456
964,"['lattice_constant_sc', 'bulk_modulus_fcc', 'unstable_stack_energy_fcc']",-303.99119385129336,321.33455464471774
379,"['lattice_constant_bcc', 'lattice_constant_sc', 'c11_fcc']",-304.206746055994,302.24811244558833
2027,"['c11_fcc', 'c12_fcc', 'unrelaxed_formation_potential_energy_fcc']",-304.25360869456375,302.3659402041554
1813,"['c11_bcc', 'c11_fcc', 'c12_fcc']",-304.61254232216925,322.2994055114437
2752,"['c44_sc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-304.6132211087791,373.25789716519375
1898,"['c11_bcc', 'c44_bcc', 'unstable_stack_energy_fcc']",-304.83089602148107,378.79685488254097
600,"['lattice_constant_bcc', 'cohesive_energy_fcc', 'unstable_stack_energy_fcc']",-304.86280805640257,370.2445052012213
2019,"['c11_fcc', 'c12_fcc', 'cohesive_energy_fcc']",-305.13294161334375,320.95559358893564
2840,"['thermal_expansion_coeff_fcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-305.29877010082055,377.64436641853524
2574,"['c12_sc', 'unstable_stack_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-305.4235596160414,363.24793929122933
1863,"['c11_bcc', 'c12_fcc', 'c44_bcc']",-305.4696238193152,288.21942354744954
2566,"['c12_sc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",-305.49080119925134,354.4317115138547
1182,"['bulk_modulus_bcc', 'bulk_modulus_fcc', 'c11_fcc']",-305.52516815521335,321.0868418155247
2018,"['c11_fcc', 'c12_fcc', 'c44_sc']",-305.6121220490071,320.45072150997544
2846,"['thermal_expansion_coeff_fcc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",-305.7534826402086,355.5483089923429
1999,"['c11_fcc', 'c12_bcc', 'c12_fcc']",-305.77533783740097,323.8085481364045
2025,"['c11_fcc', 'c12_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-306.0599132788722,318.73770087376516
1777,"['bulk_modulus_sc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-306.35855223069547,373.60999671344763
509,"['lattice_constant_bcc', 'c11_sc', 'unstable_stack_energy_fcc']",-306.4409423569158,325.22162038314616
122,"['bulk_modulus_fcc', 'c11_fcc']",-306.54810989013737,319.93880942987533
2305,"['c12_bcc', 'c44_bcc', 'ideal_surface_energy_100_fcc']",-306.66286033349144,311.8803038704222
2560,"['c12_sc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-307.1769004042705,365.33881570586476
2304,"['c12_bcc', 'c44_bcc', 'surface_energy_100_fcc']",-307.29126087712314,311.95584263697845
2021,"['c11_fcc', 'c12_fcc', 'surface_energy_100_fcc']",-307.337056549984,317.48737066455027
1506,"['bulk_modulus_fcc', 'c12_fcc', 'thermal_expansion_coeff_fcc']",-307.39452068285374,311.7231975858373
2652,"['c44_bcc', 'unstable_stack_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-307.46881226088595,396.832167402461
1431,"['bulk_modulus_fcc', 'c11_bcc', 'c11_fcc']",-307.47323289037234,320.5667719907924
2022,"['c11_fcc', 'c12_fcc', 'ideal_surface_energy_100_fcc']",-307.5956142800343,317.82736344614045
1166,"['lattice_constant_sc', 'unstable_stack_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-307.6843560887261,348.15254189215057
481,"['lattice_constant_bcc', 'c11_fcc', 'c12_bcc']",-307.8794182170474,309.7586745026169
1451,"['bulk_modulus_fcc', 'c11_fcc', 'c12_bcc']",-308.00633420675763,322.4997995912253
2370,"['c12_bcc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",-308.02551446097175,354.96971040538546
876,"['lattice_constant_fcc', 'cohesive_energy_fcc', 'unstable_stack_energy_fcc']",-308.0431760385063,374.2362271344363
1457,"['bulk_modulus_fcc', 'c11_fcc', 'cohesive_energy_fcc']",-308.05999730165587,321.37524567863835
2902,"['ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-308.1523980884646,365.72431254323067
517,"['lattice_constant_bcc', 'c12_bcc', 'c44_bcc']",-308.43479503382497,328.870412667859
1901,"['c11_bcc', 'c44_bcc', 'unrelaxed_formation_potential_energy_fcc']",-308.47408944241397,286.77946299302295
1931,"['c11_bcc', 'cohesive_energy_fcc', 'unstable_stack_energy_fcc']",-308.48779019019275,396.8795662532481
1465,"['bulk_modulus_fcc', 'c11_fcc', 'unrelaxed_formation_potential_energy_fcc']",-308.50203534967414,300.92956968469696
1456,"['bulk_modulus_fcc', 'c11_fcc', 'c44_sc']",-308.6729079059636,318.35621921462877
401,"['lattice_constant_bcc', 'bulk_modulus_bcc', 'c11_fcc']",-308.7255624616472,308.36558070910127
45,"['lattice_constant_bcc', 'unstable_stack_energy_fcc']",-308.83441424198185,380.16211578624274
2903,"['ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-308.889008853974,380.43105762678965
1512,"['bulk_modulus_fcc', 'c12_fcc', 'relaxed_formation_potential_energy_fcc']",-308.9564138256881,281.72745838323124
1251,"['bulk_modulus_bcc', 'c11_fcc', 'extr_stack_fault_energy_fcc']",-309.0859441527061,326.904592212024
2237,"['c11_sc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-309.31193684595144,325.74234364625494
609,"['lattice_constant_bcc', 'thermal_expansion_coeff_fcc', 'unstable_stack_energy_fcc']",-309.3253296060001,380.60837000790633
406,"['lattice_constant_bcc', 'bulk_modulus_bcc', 'c44_bcc']",-309.47756201171075,316.778966596181
488,"['lattice_constant_bcc', 'c11_fcc', 'thermal_expansion_coeff_fcc']",-309.5082713657435,301.96852931856074
1983,"['c11_fcc', 'c11_sc', 'c12_fcc']",-309.63254910578667,283.8834302264076
737,"['lattice_constant_fcc', 'c11_bcc', 'c11_fcc']",-309.6722713037083,269.6499985371991
1459,"['bulk_modulus_fcc', 'c11_fcc', 'surface_energy_100_fcc']",-309.6821351882136,316.50404331818436
636,"['lattice_constant_bcc', 'unstable_stack_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-309.78210888697805,362.1086761428836
1325,"['bulk_modulus_bcc', 'c44_bcc', 'ideal_surface_energy_100_fcc']",-309.7914133207967,301.6973050803305
1642,"['bulk_modulus_sc', 'c11_fcc', 'c12_fcc']",-309.84213891218957,310.4573961941838
1822,"['c11_bcc', 'c11_fcc', 'extr_stack_fault_energy_fcc']",-309.8957759496523,326.90549521170544
1460,"['bulk_modulus_fcc', 'c11_fcc', 'ideal_surface_energy_100_fcc']",-309.9382013376297,316.75252287148004
2092,"['c11_fcc', 'thermal_expansion_coeff_fcc', 'extr_stack_fault_energy_fcc']",-309.9816698901869,341.47337816703424
1479,"['bulk_modulus_fcc', 'c11_sc', 'unstable_stack_energy_fcc']",-310.0516509182937,330.4510998896042
1463,"['bulk_modulus_fcc', 'c11_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-310.1357467250423,316.19751008618556
1360,"['bulk_modulus_bcc', 'cohesive_energy_fcc', 'unstable_stack_energy_fcc']",-310.155042320255,398.31495514879
2008,"['c11_fcc', 'c12_bcc', 'extr_stack_fault_energy_fcc']",-310.22255654942927,328.51810301084504
442,"['lattice_constant_bcc', 'bulk_modulus_sc', 'c11_fcc']",-310.4092073766599,297.75448517288
1324,"['bulk_modulus_bcc', 'c44_bcc', 'surface_energy_100_fcc']",-310.54636337100476,301.05164791812473
554,"['lattice_constant_bcc', 'c12_sc', 'unstable_stack_energy_fcc']",-310.61850724772574,384.62274849289565
474,"['lattice_constant_bcc', 'c11_bcc', 'unstable_stack_energy_fcc']",-310.6246595134236,381.5621279254842
914,"['lattice_constant_fcc', 'unstable_stack_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-310.6870047444794,372.32240121187914
493,"['lattice_constant_bcc', 'c11_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-310.74860857187593,290.34497486849375
32,"['lattice_constant_bcc', 'c11_fcc']",-310.7644686655003,300.56756142026546
495,"['lattice_constant_bcc', 'c11_fcc', 'unrelaxed_formation_potential_energy_fcc']",-310.8400187387047,300.02181277869863
668,"['lattice_constant_fcc', 'lattice_constant_sc', 'unstable_stack_energy_fcc']",-310.886881133091,370.86184444966676
2257,"['c11_sc', 'unstable_stack_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-310.9792455394805,346.55521269746197
1968,"['c11_bcc', 'unstable_stack_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-311.2495652580615,367.1117697006578
913,"['lattice_constant_fcc', 'unstable_stack_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-311.2703391641031,367.04277848660286
369,"['lattice_constant_bcc', 'lattice_constant_fcc', 'unstable_stack_energy_fcc']",-311.2794142953101,379.0029458922685
1412,"['bulk_modulus_fcc', 'bulk_modulus_sc', 'c11_fcc']",-311.7477998432044,310.53749496112334
816,"['lattice_constant_fcc', 'c12_fcc', 'unstable_stack_energy_fcc']",-311.895826992049,347.5806540486284
2412,"['c12_fcc', 'c44_bcc', 'unstable_stack_energy_fcc']",-311.91806068151277,414.1069627281521
494,"['lattice_constant_bcc', 'c11_fcc', 'relaxed_formation_potential_energy_fcc']",-311.9690545368068,302.25455392068176
1397,"['bulk_modulus_bcc', 'unstable_stack_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-312.0208460829259,368.1175837785746
935,"['lattice_constant_sc', 'bulk_modulus_bcc', 'c44_bcc']",-312.0215104039397,311.4124630114959
1502,"['bulk_modulus_fcc', 'c12_fcc', 'c44_bcc']",-312.29141680110246,327.4530756527258
2482,"['c12_fcc', 'unstable_stack_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-312.3453130301594,375.56481216991875
