,factors,cv_score,cv_score_std
768,"['surface_energy_100_fcc', 'thermal_expansion_coeff_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-493.11695867669926,124.19656416626971
852,"['surface_energy_100_fcc', 'ideal_surface_energy_100_fcc', 'c12_fcc']",-493.21598518048415,147.0726445513846
893,"['surface_energy_100_fcc', 'c12_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-493.2524226121704,132.5181628562236
1600,"['bulk_modulus_fcc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-493.2638725531406,136.14917596841065
284,"['ideal_surface_energy_100_fcc', 'bulk_modulus_sc']",-493.3645342793232,147.28978885206544
704,"['surface_energy_100_fcc', 'bulk_modulus_fcc', 'ideal_surface_energy_100_fcc']",-493.50058974219905,135.5347374167248
434,"['c11_bcc', 'bulk_modulus_fcc', 'extr_stack_fault_energy_fcc']",-493.5429056350537,107.67525022105471
2318,"['c44_sc', 'ideal_surface_energy_100_fcc', 'extr_stack_fault_energy_fcc']",-493.55343916856174,190.02236257270027
1488,"['bulk_modulus_fcc', 'c44_sc', 'ideal_surface_energy_100_fcc']",-493.6237420610503,135.83771516036353
1554,"['bulk_modulus_fcc', 'ideal_surface_energy_100_fcc', 'bulk_modulus_sc']",-493.64588553658643,136.79050769130535
1271,"['lattice_constant_fcc', 'c12_bcc', 'lattice_constant_sc']",-493.6621171374481,123.576423582117
2244,"['c12_bcc', 'unstable_stack_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-493.8486119824031,189.92483565337446
241,"['c12_sc', 'c11_sc']",-493.8739057364193,139.02016276344676
2696,"['ideal_surface_energy_100_fcc', 'c12_fcc', 'extr_stack_fault_energy_fcc']",-493.94903708480706,125.47647159484495
54,"['surface_energy_100_fcc', 'c44_bcc']",-494.0098498234625,162.0888774160057
718,"['surface_energy_100_fcc', 'c44_bcc', 'thermal_expansion_coeff_fcc']",-494.07343337269117,141.12745338882084
1804,"['c44_bcc', 'c11_sc', 'bulk_modulus_sc']",-494.2120819102894,110.64798124076056
963,"['bulk_modulus_bcc', 'bulk_modulus_fcc', 'extr_stack_fault_energy_fcc']",-494.2163734258223,152.33857268881323
2883,"['c12_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxation_volume_fcc']",-494.27000329465056,111.75180451249987
394,"['c11_bcc', 'bulk_modulus_bcc', 'lattice_constant_sc']",-494.2898415828922,135.49611907616844
700,"['surface_energy_100_fcc', 'bulk_modulus_fcc', 'c44_sc']",-494.3522715368609,139.387396656613
128,"['bulk_modulus_fcc', 'ideal_surface_energy_100_fcc']",-494.4244147109486,141.4528772983353
1219,"['lattice_constant_fcc', 'c44_bcc', 'relaxation_volume_fcc']",-494.5357142740588,143.18915416983762
731,"['surface_energy_100_fcc', 'c44_bcc', 'unstable_stack_energy_slip_fraction_fcc']",-494.5410807268327,147.2760083394636
425,"['c11_bcc', 'bulk_modulus_fcc', 'c12_sc']",-494.5569246827013,111.47720817789852
1150,"['bulk_modulus_bcc', 'c12_fcc', 'relaxation_volume_fcc']",-494.56833208363065,128.00778859363905
2257,"['c12_bcc', 'unstable_stack_energy_slip_fraction_fcc', 'lattice_constant_sc']",-494.66993278343284,118.3651759498262
227,"['c44_sc', 'lattice_constant_sc']",-494.69920260536094,133.93506219334262
1107,"['bulk_modulus_bcc', 'ideal_surface_energy_100_fcc', 'extr_stack_fault_energy_fcc']",-494.72819178869236,149.7319801846825
2338,"['c44_sc', 'cohesive_energy_fcc', 'unstable_stack_energy_fcc']",-494.74552272942464,268.1387008320174
2105,"['thermal_expansion_coeff_fcc', 'c12_fcc', 'relaxation_volume_fcc']",-494.76322293225616,128.63395286670558
1788,"['c44_bcc', 'unstable_stack_energy_fcc', 'relaxation_volume_fcc']",-494.7840151926159,265.972555808418
1774,"['c44_bcc', 'unrelaxed_formation_potential_energy_fcc', 'bulk_modulus_sc']",-494.78575532338533,143.30667081999252
2377,"['c44_sc', 'unstable_stack_energy_slip_fraction_fcc', 'lattice_constant_sc']",-494.8612150133347,148.89971981661947
1584,"['bulk_modulus_fcc', 'unrelaxed_formation_potential_energy_fcc', 'bulk_modulus_sc']",-494.8732889940348,128.4392259975679
1799,"['c44_bcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxation_volume_fcc']",-494.9123723024981,130.540571558667
2281,"['c44_sc', 'c12_sc', 'c11_sc']",-494.93962289208145,89.18071081611376
1155,"['bulk_modulus_bcc', 'unstable_stack_energy_fcc', 'lattice_constant_sc']",-494.95532946449606,309.11664493672424
2110,"['thermal_expansion_coeff_fcc', 'unstable_stack_energy_fcc', 'lattice_constant_sc']",-495.11997430927437,270.49805890962756
855,"['surface_energy_100_fcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-495.1522068147616,138.10244824476726
1491,"['bulk_modulus_fcc', 'c44_sc', 'unrelaxed_formation_potential_energy_fcc']",-495.18442860218784,141.65491090261554
68,"['surface_energy_100_fcc', 'extr_stack_fault_energy_fcc']",-495.22731200723666,139.13590814802254
1569,"['bulk_modulus_fcc', 'cohesive_energy_fcc', 'extr_stack_fault_energy_fcc']",-495.3182529747546,123.9417190969882
2084,"['thermal_expansion_coeff_fcc', 'cohesive_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-495.33472624318523,137.82804493406022
667,"['surface_energy_100_fcc', 'bulk_modulus_bcc', 'extr_stack_fault_energy_fcc']",-495.6561179018418,147.48189512129787
2934,"['unstable_stack_energy_slip_fraction_fcc', 'c11_sc', 'bulk_modulus_sc']",-495.7971592010591,110.98543699308922
1494,"['bulk_modulus_fcc', 'c44_sc', 'extr_stack_fault_energy_fcc']",-495.8010411066129,150.90321971794395
2804,"['cohesive_energy_fcc', 'unstable_stack_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-495.8030091552237,285.3753128396159
2715,"['ideal_surface_energy_100_fcc', 'extr_stack_fault_energy_fcc', 'bulk_modulus_sc']",-495.83189558879627,140.18274082053784
2241,"['c12_bcc', 'c12_fcc', 'relaxation_volume_fcc']",-495.85878888942347,134.78568789778936
1739,"['c44_bcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-495.9196975744079,135.88402253366218
13,['ideal_surface_energy_100_fcc'],-495.9314864891909,145.39769839654306
1957,"['lattice_constant_bcc', 'unstable_stack_energy_fcc', 'lattice_constant_sc']",-496.1249150123257,340.4869061721787
2481,"['c12_sc', 'unstable_stack_energy_slip_fraction_fcc', 'c11_sc']",-496.23738641711753,106.98307710969084
2198,"['c12_bcc', 'ideal_surface_energy_100_fcc', 'extr_stack_fault_energy_fcc']",-496.4506183982625,157.12937158197985
2089,"['thermal_expansion_coeff_fcc', 'cohesive_energy_fcc', 'bulk_modulus_sc']",-496.6120363200059,123.23852319683445
278,"['ideal_surface_energy_100_fcc', 'extr_stack_fault_energy_fcc']",-496.7595238475517,137.21664566771014
1779,"['c44_bcc', 'c12_fcc', 'lattice_constant_sc']",-496.80122621064675,140.46952448006678
151,"['c44_bcc', 'unrelaxed_formation_potential_energy_fcc']",-496.89415343817296,142.81941234782784
932,"['bulk_modulus_bcc', 'lattice_constant_fcc', 'c44_sc']",-496.9037014478327,133.49664760529177
1258,"['lattice_constant_fcc', 'c12_bcc', 'c44_sc']",-497.02710199148356,154.65707877559336
187,"['thermal_expansion_coeff_fcc', 'cohesive_energy_fcc']",-497.1179568782829,137.48737977342424
1681,"['c44_bcc', 'c44_sc', 'unrelaxed_formation_potential_energy_fcc']",-497.1179689730581,155.03495171739954
2121,"['thermal_expansion_coeff_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'lattice_constant_sc']",-497.15420954739153,128.03698652917248
1606,"['bulk_modulus_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'c11_sc']",-497.1998566720134,107.53573951922174
1302,"['lattice_constant_fcc', 'c12_sc', 'lattice_constant_sc']",-497.20654351619396,126.77757171859493
131,"['bulk_modulus_fcc', 'unrelaxed_formation_potential_energy_fcc']",-497.3691991875543,123.15202606731214
2489,"['c12_sc', 'c11_sc', 'bulk_modulus_sc']",-497.42816640998757,110.56936300358359
2485,"['c12_sc', 'unstable_stack_energy_slip_fraction_fcc', 'bulk_modulus_sc']",-497.49324115591077,105.40274042248322
66,"['surface_energy_100_fcc', 'c12_fcc']",-497.4970741646092,119.70894789318648
2808,"['cohesive_energy_fcc', 'unstable_stack_energy_fcc', 'relaxation_volume_fcc']",-497.55862167702463,271.88088510948444
2845,"['unrelaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc', 'bulk_modulus_sc']",-497.6569580275708,270.66976963044107
2060,"['thermal_expansion_coeff_fcc', 'ideal_surface_energy_100_fcc', 'c12_fcc']",-497.76723428961515,133.5804081106547
974,"['bulk_modulus_bcc', 'c44_bcc', 'c12_sc']",-497.77272238156974,218.54119928706015
1734,"['c44_bcc', 'ideal_surface_energy_100_fcc', 'cohesive_energy_fcc']",-497.7847049622148,158.09504932645598
1765,"['c44_bcc', 'cohesive_energy_fcc', 'bulk_modulus_sc']",-497.79705674262925,137.50025441723486
1701,"['c44_bcc', 'c12_sc', 'c11_sc']",-497.8045767314813,123.02339621709771
211,"['c12_bcc', 'lattice_constant_sc']",-497.8915411085042,131.5469253832389
2361,"['c44_sc', 'c12_fcc', 'relaxation_volume_fcc']",-497.93263088028857,141.9931418217141
2345,"['c44_sc', 'cohesive_energy_fcc', 'bulk_modulus_sc']",-498.2576048590893,145.5048555603684
1490,"['bulk_modulus_fcc', 'c44_sc', 'cohesive_energy_fcc']",-498.45681697531506,127.12049870887653
2162,"['c12_bcc', 'c12_sc', 'lattice_constant_sc']",-498.6637823323482,132.14070425041342
2390,"['c44_sc', 'relaxation_volume_fcc', 'bulk_modulus_sc']",-498.71998115595795,135.82142162192946
1510,"['bulk_modulus_fcc', 'c12_sc', 'unstable_stack_energy_slip_fraction_fcc']",-499.06871042455816,123.78102601281033
1450,"['bulk_modulus_fcc', 'thermal_expansion_coeff_fcc', 'c12_bcc']",-499.1988433725288,139.18753327025715
1426,"['bulk_modulus_fcc', 'c44_bcc', 'c11_sc']",-499.23734098330453,135.72573633159902
1474,"['bulk_modulus_fcc', 'c12_bcc', 'cohesive_energy_fcc']",-499.2686702425218,131.10974324703548
728,"['surface_energy_100_fcc', 'c44_bcc', 'c12_fcc']",-499.2874004523095,171.35709954774603
1994,"['thermal_expansion_coeff_fcc', 'c12_bcc', 'c11_sc']",-499.3429079064389,143.56820848649608
245,"['c12_sc', 'bulk_modulus_sc']",-499.486493896049,107.83329262388497
632,"['c11_bcc', 'extr_stack_fault_energy_fcc', 'lattice_constant_sc']",-499.5460210963175,149.37557402671305
2004,"['thermal_expansion_coeff_fcc', 'c44_sc', 'cohesive_energy_fcc']",-499.5850363277732,132.77719814303865
402,"['c11_bcc', 'lattice_constant_fcc', 'c12_bcc']",-499.5875927243387,125.29902222983104
2358,"['c44_sc', 'c12_fcc', 'c11_sc']",-499.60742415097076,126.83687931608969
1653,"['c44_bcc', 'thermal_expansion_coeff_fcc', 'c11_sc']",-499.65094497083567,144.62579777527702
220,"['c44_sc', 'cohesive_energy_fcc']",-499.6509680644776,141.57565575039987
1757,"['c44_bcc', 'cohesive_energy_fcc', 'c12_fcc']",-499.8804111726731,150.47965791213088
1549,"['bulk_modulus_fcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-499.921514987008,128.98472960214278
1794,"['c44_bcc', 'extr_stack_fault_energy_fcc', 'relaxation_volume_fcc']",-499.93313014575887,168.74383317473325
527,"['c11_bcc', 'c44_sc', 'lattice_constant_sc']",-500.2167905113247,162.5384638643398
1129,"['bulk_modulus_bcc', 'cohesive_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-500.2396031091531,136.03991665644145
600,"['c11_bcc', 'cohesive_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-500.28735684953404,136.2761703350759
1570,"['bulk_modulus_fcc', 'cohesive_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-500.36762025237516,145.05351716717277
730,"['surface_energy_100_fcc', 'c44_bcc', 'extr_stack_fault_energy_fcc']",-500.5544569664864,154.81908619964827
2316,"['c44_sc', 'ideal_surface_energy_100_fcc', 'c12_fcc']",-500.5649345944221,159.67964869111228
2875,"['c12_fcc', 'extr_stack_fault_energy_fcc', 'c11_sc']",-500.57892845736006,125.11118672761086
2423,"['c12_sc', 'ideal_surface_energy_100_fcc', 'extr_stack_fault_energy_fcc']",-500.8815031256005,121.30311554087726
1693,"['c44_bcc', 'c12_sc', 'ideal_surface_energy_100_fcc']",-500.931166152306,157.1250992265926
1810,"['c44_bcc', 'relaxation_volume_fcc', 'bulk_modulus_sc']",-501.0468538550089,154.8148521735038
1415,"['bulk_modulus_fcc', 'c44_bcc', 'c12_sc']",-501.1755531348233,143.18944884576408
2010,"['thermal_expansion_coeff_fcc', 'c44_sc', 'c11_sc']",-501.18906420938237,117.14200615300257
1418,"['bulk_modulus_fcc', 'c44_bcc', 'ideal_surface_energy_100_fcc']",-501.4351103021498,155.02316103362207
148,"['c44_bcc', 'ideal_surface_energy_100_fcc']",-501.44820533166745,158.09287761469923
1687,"['c44_bcc', 'c44_sc', 'lattice_constant_sc']",-501.4846351823686,133.96729396366882
511,"['c11_bcc', 'c12_bcc', 'lattice_constant_sc']",-501.6191368052241,120.2598642945396
2220,"['c12_bcc', 'cohesive_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-501.6305931787608,134.3377592125702
736,"['surface_energy_100_fcc', 'c44_bcc', 'bulk_modulus_sc']",-501.76049784229997,133.1060883938922
2894,"['c12_fcc', 'relaxation_volume_fcc', 'bulk_modulus_sc']",-501.8502416841385,130.5877473634342
2368,"['c44_sc', 'unstable_stack_energy_fcc', 'relaxation_volume_fcc']",-501.85337185854144,172.55323674706204
1705,"['c44_bcc', 'c12_sc', 'bulk_modulus_sc']",-501.8692865795075,143.69719096608634
2796,"['cohesive_energy_fcc', 'c12_fcc', 'extr_stack_fault_energy_fcc']",-501.91874094682476,157.52415143584096
344,"['c11_sc', 'bulk_modulus_sc']",-501.9317233661567,97.93521653137496
1988,"['thermal_expansion_coeff_fcc', 'c12_bcc', 'cohesive_energy_fcc']",-501.9573854274297,132.40462066311107
276,"['ideal_surface_energy_100_fcc', 'c12_fcc']",-502.029741380674,138.02957396961165
1298,"['lattice_constant_fcc', 'c12_sc', 'unstable_stack_energy_fcc']",-502.0559719308129,333.6218445551449
2339,"['c44_sc', 'cohesive_energy_fcc', 'extr_stack_fault_energy_fcc']",-502.3037443695691,135.07485200539278
545,"['c11_bcc', 'c12_sc', 'bulk_modulus_sc']",-502.3124437597392,119.87782021609982
1457,"['bulk_modulus_fcc', 'thermal_expansion_coeff_fcc', 'cohesive_energy_fcc']",-502.46180122759455,126.72951355955135
1656,"['c44_bcc', 'thermal_expansion_coeff_fcc', 'relaxation_volume_fcc']",-502.54533942511983,127.81513659866391
2369,"['c44_sc', 'unstable_stack_energy_fcc', 'bulk_modulus_sc']",-502.6295422597569,204.39141362097686
2161,"['c12_bcc', 'c12_sc', 'c11_sc']",-502.701474338759,111.47580753542715
134,"['bulk_modulus_fcc', 'extr_stack_fault_energy_fcc']",-502.7298732672311,145.72532910697103
321,"['c12_fcc', 'relaxation_volume_fcc']",-502.75423042794387,146.86015097097624
2081,"['thermal_expansion_coeff_fcc', 'cohesive_energy_fcc', 'c12_fcc']",-502.7564125674361,133.61667915020496
2112,"['thermal_expansion_coeff_fcc', 'unstable_stack_energy_fcc', 'relaxation_volume_fcc']",-503.05427185356257,182.27897915762776
941,"['bulk_modulus_bcc', 'lattice_constant_fcc', 'unstable_stack_energy_fcc']",-503.056039472908,171.85995905640812
2147,"['c12_bcc', 'c44_sc', 'lattice_constant_sc']",-503.33275670462643,139.28965830060358
2238,"['c12_bcc', 'c12_fcc', 'c11_sc']",-503.49955187761077,96.22660507298647
2461,"['c12_sc', 'c12_fcc', 'extr_stack_fault_energy_fcc']",-503.6805352347184,108.45576844870766
496,"['c11_bcc', 'thermal_expansion_coeff_fcc', 'relaxation_volume_fcc']",-503.69207939572465,134.31008167911125
2028,"['thermal_expansion_coeff_fcc', 'c12_sc', 'relaxation_volume_fcc']",-503.70926179278763,143.43291067727012
2810,"['cohesive_energy_fcc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-503.7205280119093,132.0257611782269
300,"['cohesive_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-503.7765010897925,131.76006371774085
1074,"['bulk_modulus_bcc', 'c12_sc', 'bulk_modulus_sc']",-503.9490527513217,117.88827156408449
196,"['thermal_expansion_coeff_fcc', 'relaxation_volume_fcc']",-504.1803380004821,132.07156310697442
1789,"['c44_bcc', 'unstable_stack_energy_fcc', 'bulk_modulus_sc']",-504.1921450078535,235.57679586667194
2476,"['c12_sc', 'extr_stack_fault_energy_fcc', 'c11_sc']",-504.32029529782216,158.21915667390707
2820,"['cohesive_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'bulk_modulus_sc']",-504.4005157149932,134.4799619696096
1055,"['bulk_modulus_bcc', 'c44_sc', 'c11_sc']",-504.53523587540917,111.3086275994235
1147,"['bulk_modulus_bcc', 'c12_fcc', 'c11_sc']",-504.5555849441492,105.67530555041331
430,"['c11_bcc', 'bulk_modulus_fcc', 'cohesive_energy_fcc']",-504.85055786729424,96.31068036022288
1022,"['bulk_modulus_bcc', 'thermal_expansion_coeff_fcc', 'c11_sc']",-504.8916418745902,107.68301299044792
193,"['thermal_expansion_coeff_fcc', 'c11_sc']",-504.95250377970666,137.7726608512248
696,"['surface_energy_100_fcc', 'bulk_modulus_fcc', 'c44_bcc']",-505.05527043247287,136.18123884330365
2787,"['cohesive_energy_fcc', 'unrelaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc']",-505.14725462526036,272.09663465707376
2264,"['c12_bcc', 'c11_sc', 'bulk_modulus_sc']",-505.2390094589146,112.02740819375748
87,"['bulk_modulus_bcc', 'cohesive_energy_fcc']",-505.67907358420325,138.12435029455403
618,"['c11_bcc', 'c12_fcc', 'c11_sc']",-505.6799465139896,105.33292081271945
298,"['cohesive_energy_fcc', 'unstable_stack_energy_fcc']",-505.69721282929316,220.42959375117732
2083,"['thermal_expansion_coeff_fcc', 'cohesive_energy_fcc', 'extr_stack_fault_energy_fcc']",-505.70642015455735,145.98296458217513
1173,"['bulk_modulus_bcc', 'c11_sc', 'bulk_modulus_sc']",-505.97651569211695,92.32069632752007
1056,"['bulk_modulus_bcc', 'c44_sc', 'lattice_constant_sc']",-505.9876235383474,114.885761388367
1736,"['c44_bcc', 'ideal_surface_energy_100_fcc', 'c12_fcc']",-506.0739340239663,186.80136781189015
2102,"['thermal_expansion_coeff_fcc', 'c12_fcc', 'c11_sc']",-506.12331016840346,112.45079543612717
2013,"['thermal_expansion_coeff_fcc', 'c44_sc', 'relaxation_volume_fcc']",-506.2006223951834,132.70413122898373
2217,"['c12_bcc', 'cohesive_energy_fcc', 'c12_fcc']",-506.20585199978746,158.8835472697355
2940,"['unstable_stack_energy_slip_fraction_fcc', 'relaxation_volume_fcc', 'bulk_modulus_sc']",-506.3197370418603,97.17344400108392
1424,"['bulk_modulus_fcc', 'c44_bcc', 'extr_stack_fault_energy_fcc']",-506.39565643454296,180.99852279262055
487,"['c11_bcc', 'thermal_expansion_coeff_fcc', 'cohesive_energy_fcc']",-506.6260181527088,122.97928299683518
720,"['surface_energy_100_fcc', 'c44_bcc', 'c44_sc']",-506.65156799701214,131.75253137291108
1284,"['lattice_constant_fcc', 'c44_sc', 'extr_stack_fault_energy_fcc']",-506.6711996493623,176.06618939760656
1647,"['c44_bcc', 'thermal_expansion_coeff_fcc', 'cohesive_energy_fcc']",-506.7740451006757,155.28599716270222
1268,"['lattice_constant_fcc', 'c12_bcc', 'extr_stack_fault_energy_fcc']",-507.01101285518183,169.14006949204742
1575,"['bulk_modulus_fcc', 'cohesive_energy_fcc', 'bulk_modulus_sc']",-507.1887948023638,125.8833605129838
29,"['c11_bcc', 'bulk_modulus_fcc']",-507.2326005478038,132.8649104335926
1680,"['c44_bcc', 'c44_sc', 'cohesive_energy_fcc']",-507.23260710226054,160.23800912172288
1704,"['c44_bcc', 'c12_sc', 'relaxation_volume_fcc']",-507.3419235000994,121.1800903081927
1484,"['bulk_modulus_fcc', 'c12_bcc', 'bulk_modulus_sc']",-507.3674656512949,144.3155428465049
1683,"['c44_bcc', 'c44_sc', 'unstable_stack_energy_fcc']",-507.6067724418419,239.15444638238185
424,"['c11_bcc', 'bulk_modulus_fcc', 'c44_sc']",-507.8351445389547,116.03540709855332
1179,"['bulk_modulus_bcc', 'relaxation_volume_fcc', 'bulk_modulus_sc']",-507.95090696347893,136.2873391442004
2225,"['c12_bcc', 'cohesive_energy_fcc', 'bulk_modulus_sc']",-508.00666428842055,120.24091360562508
1070,"['bulk_modulus_bcc', 'c12_sc', 'c11_sc']",-508.05986227458294,99.7071934497369
76,"['bulk_modulus_bcc', 'bulk_modulus_fcc']",-508.1142862921783,122.91118648388367
2797,"['cohesive_energy_fcc', 'c12_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-508.1321511595492,133.88289624644858
1650,"['c44_bcc', 'thermal_expansion_coeff_fcc', 'unstable_stack_energy_fcc']",-508.28102604931627,198.88318426575984
435,"['c11_bcc', 'bulk_modulus_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-508.344883804034,133.0498990660098
2802,"['cohesive_energy_fcc', 'c12_fcc', 'bulk_modulus_sc']",-508.35786999165686,149.09001561446894
1025,"['bulk_modulus_bcc', 'thermal_expansion_coeff_fcc', 'relaxation_volume_fcc']",-508.3598827767675,120.28120010385912
2880,"['c12_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'c11_sc']",-508.44009981992446,136.51033752918642
297,"['cohesive_energy_fcc', 'c12_fcc']",-508.68055712873604,152.53124825235437
964,"['bulk_modulus_bcc', 'bulk_modulus_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-508.7366395594281,141.97967820018866
724,"['surface_energy_100_fcc', 'c44_bcc', 'ideal_surface_energy_100_fcc']",-508.8094667322467,161.31455448178525
1016,"['bulk_modulus_bcc', 'thermal_expansion_coeff_fcc', 'cohesive_energy_fcc']",-508.8129445559337,135.91897539221176
1128,"['bulk_modulus_bcc', 'cohesive_energy_fcc', 'extr_stack_fault_energy_fcc']",-509.0504966903871,133.67768647799096
1759,"['c44_bcc', 'cohesive_energy_fcc', 'extr_stack_fault_energy_fcc']",-509.22698333996976,161.5262052791759
650,"['c11_bcc', 'relaxation_volume_fcc', 'bulk_modulus_sc']",-509.3611314422002,102.46737157191096
2165,"['c12_bcc', 'c12_sc', 'bulk_modulus_sc']",-509.48132162703325,83.48453559110288
318,"['c12_fcc', 'c11_sc']",-509.5510889782849,115.16620443380268
526,"['c11_bcc', 'c44_sc', 'c11_sc']",-509.73160681079827,122.76157006594678
1645,"['c44_bcc', 'thermal_expansion_coeff_fcc', 'ideal_surface_energy_100_fcc']",-509.77701122047716,147.73610199901685
951,"['bulk_modulus_bcc', 'bulk_modulus_fcc', 'thermal_expansion_coeff_fcc']",-510.0529276681223,128.21945548786914
541,"['c11_bcc', 'c12_sc', 'c11_sc']",-510.10765295768215,104.38557737608176
605,"['c11_bcc', 'cohesive_energy_fcc', 'bulk_modulus_sc']",-510.47733139971206,115.18735003941201
305,"['cohesive_energy_fcc', 'bulk_modulus_sc']",-510.49100879378483,133.54118540868825
2120,"['thermal_expansion_coeff_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'c11_sc']",-510.8428340988212,101.92304635897082
644,"['c11_bcc', 'c11_sc', 'bulk_modulus_sc']",-510.8646273618931,99.18601270918984
1605,"['bulk_modulus_fcc', 'extr_stack_fault_energy_fcc', 'bulk_modulus_sc']",-510.92521137283273,117.70264755026155
350,"['relaxation_volume_fcc', 'bulk_modulus_sc']",-511.01258032355906,110.49553074347139
1033,"['bulk_modulus_bcc', 'c12_bcc', 'cohesive_energy_fcc']",-511.19862094564854,149.34734844283392
624,"['c11_bcc', 'unstable_stack_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-511.20243483581896,203.04388904851868
2219,"['c12_bcc', 'cohesive_energy_fcc', 'extr_stack_fault_energy_fcc']",-511.4783340190037,138.86844169093754
520,"['c11_bcc', 'c44_sc', 'cohesive_energy_fcc']",-511.51013520648274,141.1508658212152
493,"['c11_bcc', 'thermal_expansion_coeff_fcc', 'c11_sc']",-511.5116466064323,138.20286517309123
40,"['c11_bcc', 'cohesive_energy_fcc']",-511.6407492415707,135.9664062280478
226,"['c44_sc', 'c11_sc']",-511.70627384458925,106.95204593619884
1738,"['c44_bcc', 'ideal_surface_energy_100_fcc', 'extr_stack_fault_energy_fcc']",-511.93282705070027,183.30580456221193
130,"['bulk_modulus_fcc', 'cohesive_energy_fcc']",-512.044489137472,124.92981387996382
1134,"['bulk_modulus_bcc', 'cohesive_energy_fcc', 'bulk_modulus_sc']",-512.2869353121492,119.50896269173771
952,"['bulk_modulus_bcc', 'bulk_modulus_fcc', 'c12_bcc']",-512.3741613544912,116.14595612582326
969,"['bulk_modulus_bcc', 'bulk_modulus_fcc', 'bulk_modulus_sc']",-512.6087237513392,123.10763640237283
1997,"['thermal_expansion_coeff_fcc', 'c12_bcc', 'relaxation_volume_fcc']",-512.6189213181686,136.84230346330432
2118,"['thermal_expansion_coeff_fcc', 'extr_stack_fault_energy_fcc', 'relaxation_volume_fcc']",-512.6655603444308,124.18933278167862
631,"['c11_bcc', 'extr_stack_fault_energy_fcc', 'c11_sc']",-512.8320031353134,117.48234974929893
376,"['c11_bcc', 'bulk_modulus_bcc', 'bulk_modulus_fcc']",-512.9331037517534,127.38585126570595
440,"['c11_bcc', 'bulk_modulus_fcc', 'bulk_modulus_sc']",-513.1077742104526,113.25208409387204
2376,"['c44_sc', 'unstable_stack_energy_slip_fraction_fcc', 'c11_sc']",-513.2718840677343,124.89689906337169
1467,"['bulk_modulus_fcc', 'thermal_expansion_coeff_fcc', 'bulk_modulus_sc']",-513.3077726047571,148.90413552724425
15,['cohesive_energy_fcc'],-513.3304647938695,124.53646080472339
387,"['c11_bcc', 'bulk_modulus_bcc', 'cohesive_energy_fcc']",-513.3327473430686,137.31219389079448
2146,"['c12_bcc', 'c44_sc', 'c11_sc']",-513.6158177051509,97.73415582791121
1468,"['bulk_modulus_fcc', 'c12_bcc', 'c44_sc']",-513.6770604696446,125.04327999751399
329,"['unstable_stack_energy_fcc', 'bulk_modulus_sc']",-513.9260499348659,209.41018527038005
599,"['c11_bcc', 'cohesive_energy_fcc', 'extr_stack_fault_energy_fcc']",-513.9400952768726,138.60384065541393
423,"['c11_bcc', 'bulk_modulus_fcc', 'c12_bcc']",-514.0303526873421,124.99117140090276
422,"['c11_bcc', 'bulk_modulus_fcc', 'thermal_expansion_coeff_fcc']",-514.3348996629453,123.93840762201135
2337,"['c44_sc', 'cohesive_energy_fcc', 'c12_fcc']",-514.4267437808486,121.89641135772978
1744,"['c44_bcc', 'ideal_surface_energy_100_fcc', 'bulk_modulus_sc']",-514.4509484845184,181.40385934796393
636,"['c11_bcc', 'unstable_stack_energy_slip_fraction_fcc', 'c11_sc']",-514.4738934252039,117.62953964938168
2251,"['c12_bcc', 'extr_stack_fault_energy_fcc', 'c11_sc']",-514.5433697919214,116.95189471078369
2916,"['extr_stack_fault_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'c11_sc']",-514.7427349764546,114.90372277535455
