,factors,cv_score,cv_score_std
962,"['bulk_modulus_bcc', 'bulk_modulus_fcc', 'unstable_stack_energy_fcc']",-423.0969886811134,157.12336733474623
1817,"['lattice_constant_bcc', 'thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc']",-423.1071153003394,128.46991863096554
168,"['lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",-423.1402601359648,137.9572565157412
627,"['c11_bcc', 'unstable_stack_energy_fcc', 'c11_fcc']",-423.162666392302,262.9280444530863
1590,"['bulk_modulus_fcc', 'c12_fcc', 'c11_fcc']",-423.2004796531026,146.31135689413205
1671,"['c44_bcc', 'c12_bcc', 'lattice_constant_sc']",-423.27561441863287,145.26776919537588
891,"['surface_energy_100_fcc', 'c12_fcc', 'unstable_stack_energy_fcc']",-423.3107480620882,178.6514726128898
1438,"['bulk_modulus_fcc', 'lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",-423.4219083806444,145.43697866374666
1194,"['lattice_constant_fcc', 'bulk_modulus_fcc', 'extr_stack_fault_energy_fcc']",-423.4313200623411,137.25574493604648
1933,"['lattice_constant_bcc', 'cohesive_energy_fcc', 'lattice_constant_sc']",-423.43201088419056,127.40852262448774
967,"['bulk_modulus_bcc', 'bulk_modulus_fcc', 'c11_fcc']",-423.6044351353257,127.83044848356133
753,"['surface_energy_100_fcc', 'lattice_constant_bcc', 'c11_fcc']",-423.63292488893677,122.38790613604482
2265,"['c12_bcc', 'lattice_constant_sc', 'c11_fcc']",-423.64868205195467,118.69481496590335
1911,"['lattice_constant_bcc', 'ideal_surface_energy_100_fcc', 'c11_sc']",-423.6893850395463,149.7240010398235
1920,"['lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc', 'extr_stack_fault_energy_fcc']",-424.0592213983252,164.529778224227
1255,"['lattice_constant_fcc', 'thermal_expansion_coeff_fcc', 'c11_fcc']",-424.33531714014833,128.846136649626
2668,"['ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc']",-424.37200517693697,181.47111093468862
1975,"['lattice_constant_bcc', 'c11_sc', 'bulk_modulus_sc']",-424.4396453194991,127.7135244280348
1552,"['bulk_modulus_fcc', 'ideal_surface_energy_100_fcc', 'c11_fcc']",-424.4812117354405,115.07651520932832
121,"['bulk_modulus_fcc', 'lattice_constant_bcc']",-424.8047775951176,146.29461734832188
1923,"['lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc', 'lattice_constant_sc']",-424.84460134611777,147.81481116467972
1872,"['lattice_constant_bcc', 'c12_sc', 'c11_sc']",-425.00925868223254,134.75878038521287
1174,"['bulk_modulus_bcc', 'lattice_constant_sc', 'c11_fcc']",-425.0796455365033,116.70100063974863
1237,"['lattice_constant_fcc', 'lattice_constant_bcc', 'c11_fcc']",-425.0955786856086,120.98063629556393
1608,"['bulk_modulus_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'c11_fcc']",-425.1061273279296,127.1498994459413
2111,"['thermal_expansion_coeff_fcc', 'unstable_stack_energy_fcc', 'c11_fcc']",-425.12728843778444,218.37866876436271
937,"['bulk_modulus_bcc', 'lattice_constant_fcc', 'relaxed_formation_potential_energy_fcc']",-425.16978102520056,153.29351121738173
2947,"['lattice_constant_sc', 'c11_fcc', 'relaxation_volume_fcc']",-425.3080686821132,136.12455382172172
2468,"['c12_sc', 'unstable_stack_energy_fcc', 'extr_stack_fault_energy_fcc']",-425.32618251690826,192.32187132682785
1904,"['lattice_constant_bcc', 'ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-425.4199476092129,141.41591490552827
1513,"['bulk_modulus_fcc', 'c12_sc', 'c11_fcc']",-425.46065759850006,128.5029605370385
1972,"['lattice_constant_bcc', 'c11_sc', 'lattice_constant_sc']",-425.4657541144534,133.62360491945972
1482,"['bulk_modulus_fcc', 'c12_bcc', 'c11_fcc']",-425.64247429019827,133.53437303173308
2107,"['thermal_expansion_coeff_fcc', 'unstable_stack_energy_fcc', 'extr_stack_fault_energy_fcc']",-425.7671121605667,219.95191607250828
1375,"['lattice_constant_fcc', 'c12_fcc', 'unstable_stack_energy_fcc']",-425.8961380452152,158.76577972639822
2700,"['ideal_surface_energy_100_fcc', 'c12_fcc', 'c11_fcc']",-425.91821932229084,122.97126926341626
1919,"['lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc']",-425.9461109288403,189.29249092327288
685,"['surface_energy_100_fcc', 'lattice_constant_fcc', 'cohesive_energy_fcc']",-425.95058501572464,150.89843145953583
1851,"['lattice_constant_bcc', 'c44_sc', 'cohesive_energy_fcc']",-426.0215840362307,143.18936768943098
1296,"['lattice_constant_fcc', 'c12_sc', 'unrelaxed_formation_potential_energy_fcc']",-426.1796358642549,155.2516755757894
714,"['surface_energy_100_fcc', 'bulk_modulus_fcc', 'c11_fcc']",-426.2415653192393,111.0749169568109
1294,"['lattice_constant_fcc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",-426.2552755781076,128.3639345790082
170,"['lattice_constant_bcc', 'unrelaxed_formation_potential_energy_fcc']",-426.26462076074415,141.53267650034513
2493,"['c12_sc', 'c11_fcc', 'relaxation_volume_fcc']",-426.303479195669,137.84273255726765
1940,"['lattice_constant_bcc', 'unrelaxed_formation_potential_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-426.3062248019006,163.587245823823
2684,"['ideal_surface_energy_100_fcc', 'cohesive_energy_fcc', 'relaxation_volume_fcc']",-426.38630482581453,137.5084923391445
1934,"['lattice_constant_bcc', 'cohesive_energy_fcc', 'c11_fcc']",-426.400816035316,113.48403222451121
1361,"['lattice_constant_fcc', 'cohesive_energy_fcc', 'c11_sc']",-426.53641955978213,114.40729739464422
320,"['c12_fcc', 'c11_fcc']",-426.587234846543,117.11913692538978
1177,"['bulk_modulus_bcc', 'c11_fcc', 'relaxation_volume_fcc']",-426.67840517339374,121.54389800404114
1409,"['lattice_constant_fcc', 'c11_fcc', 'bulk_modulus_sc']",-426.79188917275025,136.796289258246
1246,"['lattice_constant_fcc', 'thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc']",-426.9344540676588,144.38651609392437
1568,"['bulk_modulus_fcc', 'cohesive_energy_fcc', 'unstable_stack_energy_fcc']",-426.9678727653356,160.88704465495712
1431,"['bulk_modulus_fcc', 'lattice_constant_bcc', 'thermal_expansion_coeff_fcc']",-427.1823783467936,137.6924240987127
2805,"['cohesive_energy_fcc', 'unstable_stack_energy_fcc', 'c11_sc']",-427.2137033383946,138.67213266698658
1507,"['bulk_modulus_fcc', 'c12_sc', 'c12_fcc']",-427.2219429732619,132.46082516869546
645,"['c11_bcc', 'lattice_constant_sc', 'c11_fcc']",-427.31180360506977,104.21065517634983
1149,"['bulk_modulus_bcc', 'c12_fcc', 'c11_fcc']",-427.3233182524672,109.68071407594168
751,"['surface_energy_100_fcc', 'lattice_constant_bcc', 'c11_sc']",-427.6939600705224,127.75581968506505
1850,"['lattice_constant_bcc', 'c44_sc', 'relaxed_formation_potential_energy_fcc']",-427.724625562722,138.9837058884139
2941,"['c11_sc', 'lattice_constant_sc', 'c11_fcc']",-427.8016814430399,125.32321485077587
1819,"['lattice_constant_bcc', 'thermal_expansion_coeff_fcc', 'unrelaxed_formation_potential_energy_fcc']",-427.82362917397694,142.3694665942022
1346,"['lattice_constant_fcc', 'relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-428.02543170223345,139.65731100398767
999,"['bulk_modulus_bcc', 'lattice_constant_bcc', 'unrelaxed_formation_potential_energy_fcc']",-428.34549965775693,139.5761508010195
2240,"['c12_bcc', 'c12_fcc', 'c11_fcc']",-428.3643506526278,114.58580527218464
1573,"['bulk_modulus_fcc', 'cohesive_energy_fcc', 'c11_fcc']",-428.42372501525466,132.88126680216888
1444,"['bulk_modulus_fcc', 'lattice_constant_bcc', 'unstable_stack_energy_slip_fraction_fcc']",-428.4257897624887,154.7587264846686
2487,"['c12_sc', 'c11_sc', 'c11_fcc']",-428.4382761859139,107.53909659359421
1229,"['lattice_constant_fcc', 'lattice_constant_bcc', 'cohesive_energy_fcc']",-428.57115075040207,126.56852875339126
433,"['c11_bcc', 'bulk_modulus_fcc', 'unstable_stack_energy_fcc']",-428.72852817866107,131.60690494050627
1941,"['lattice_constant_bcc', 'unrelaxed_formation_potential_energy_fcc', 'c11_sc']",-428.76918046797334,115.42340967096666
880,"['surface_energy_100_fcc', 'cohesive_energy_fcc', 'relaxation_volume_fcc']",-428.80088298844646,132.666960829791
1942,"['lattice_constant_bcc', 'unrelaxed_formation_potential_energy_fcc', 'lattice_constant_sc']",-428.8074707751504,149.56787301222312
1434,"['bulk_modulus_fcc', 'lattice_constant_bcc', 'c12_sc']",-428.8398437257503,122.11575442980468
2723,"['ideal_surface_energy_100_fcc', 'c11_sc', 'relaxation_volume_fcc']",-428.84565433154705,126.04227836416561
1906,"['lattice_constant_bcc', 'ideal_surface_energy_100_fcc', 'unrelaxed_formation_potential_energy_fcc']",-428.8625945653301,145.26495752723432
1567,"['bulk_modulus_fcc', 'cohesive_energy_fcc', 'c12_fcc']",-428.9042892773841,131.65292275938808
919,"['surface_energy_100_fcc', 'c11_sc', 'relaxation_volume_fcc']",-429.0532511095556,108.47732559419588
470,"['c11_bcc', 'lattice_constant_bcc', 'unrelaxed_formation_potential_energy_fcc']",-429.3380401521448,129.8383872378072
2944,"['c11_sc', 'c11_fcc', 'relaxation_volume_fcc']",-429.3683052487626,131.07978312922646
754,"['surface_energy_100_fcc', 'lattice_constant_bcc', 'relaxation_volume_fcc']",-429.4586926899146,132.85622102034955
1439,"['bulk_modulus_fcc', 'lattice_constant_bcc', 'cohesive_energy_fcc']",-429.46354969827354,126.02285652852196
1905,"['lattice_constant_bcc', 'ideal_surface_energy_100_fcc', 'cohesive_energy_fcc']",-429.4777234986971,133.00878477264413
1619,"['bulk_modulus_fcc', 'c11_fcc', 'bulk_modulus_sc']",-429.5184237067414,100.6412839527682
1926,"['lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc', 'bulk_modulus_sc']",-429.52810282989935,136.96017034793604
2439,"['c12_sc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-429.73395609057576,133.1196046882792
1334,"['lattice_constant_fcc', 'ideal_surface_energy_100_fcc', 'cohesive_energy_fcc']",-429.9183379539898,155.53020239844665
2780,"['relaxed_formation_potential_energy_fcc', 'lattice_constant_sc', 'c11_fcc']",-430.09666768083906,142.60211768334452
1333,"['lattice_constant_fcc', 'ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-430.16306448699476,141.25252823414095
691,"['surface_energy_100_fcc', 'lattice_constant_fcc', 'c11_sc']",-430.2807457701821,135.13718879679345
2208,"['c12_bcc', 'relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc']",-430.4917177815887,197.5635168266595
2666,"['ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-430.56719018411974,131.92377931209984
922,"['surface_energy_100_fcc', 'lattice_constant_sc', 'relaxation_volume_fcc']",-430.7237856549027,150.52777196743537
1928,"['lattice_constant_bcc', 'cohesive_energy_fcc', 'c12_fcc']",-430.74379280083235,143.48628242011378
1876,"['lattice_constant_bcc', 'c12_sc', 'bulk_modulus_sc']",-430.7621871060756,111.99441029689528
2494,"['c12_sc', 'c11_fcc', 'bulk_modulus_sc']",-430.82979597632635,100.5124789066912
2760,"['relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc', 'c11_sc']",-430.8405646480223,169.47072912399057
1918,"['lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc', 'c12_fcc']",-430.8453183878264,149.20476280342857
1432,"['bulk_modulus_fcc', 'lattice_constant_bcc', 'c12_bcc']",-430.8527909209228,143.56707752015006
1852,"['lattice_constant_bcc', 'c44_sc', 'unrelaxed_formation_potential_energy_fcc']",-430.9469859375904,152.29252023410237
1670,"['c44_bcc', 'c12_bcc', 'c11_sc']",-431.041065212139,147.820913371588
921,"['surface_energy_100_fcc', 'lattice_constant_sc', 'c11_fcc']",-431.0426937272957,134.751242242143
588,"['c11_bcc', 'relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc']",-431.1484404901793,202.21106284624784
108,"['lattice_constant_fcc', 'relaxed_formation_potential_energy_fcc']",-431.24550982778044,152.8657501767585
467,"['c11_bcc', 'lattice_constant_bcc', 'ideal_surface_energy_100_fcc']",-431.42175831748204,139.3688555529667
117,"['lattice_constant_fcc', 'c11_fcc']",-431.4737330752312,133.46190459132183
132,"['bulk_modulus_fcc', 'c12_fcc']",-431.48724846669063,122.04552132159363
1351,"['lattice_constant_fcc', 'relaxed_formation_potential_energy_fcc', 'c11_sc']",-431.55017794035507,127.7391173514939
1587,"['bulk_modulus_fcc', 'c12_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-431.58542349302127,115.09597208181098
1498,"['bulk_modulus_fcc', 'c44_sc', 'c11_fcc']",-431.60540551077094,127.73470356309241
409,"['c11_bcc', 'lattice_constant_fcc', 'cohesive_energy_fcc']",-431.6252298810534,147.7114370646101
1162,"['bulk_modulus_bcc', 'extr_stack_fault_energy_fcc', 'c11_fcc']",-431.9320435235792,128.40147604543944
2460,"['c12_sc', 'c12_fcc', 'unstable_stack_energy_fcc']",-431.9659438551,156.130867949355
2693,"['ideal_surface_energy_100_fcc', 'unrelaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-431.9821850541928,143.61298366111697
862,"['surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-432.0226845141377,131.8444441708211
1546,"['bulk_modulus_fcc', 'ideal_surface_energy_100_fcc', 'c12_fcc']",-432.14975064902166,125.71716319033818
1228,"['lattice_constant_fcc', 'lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",-432.1728456328267,143.1463271725065
355,"['c11_bcc', 'surface_energy_100_fcc', 'lattice_constant_bcc']",-432.17365661557346,148.27083659848896
814,"['surface_energy_100_fcc', 'c12_sc', 'unstable_stack_energy_fcc']",-432.1754994995345,156.8805508319155
1955,"['lattice_constant_bcc', 'unstable_stack_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-432.1764895669727,192.9011298730703
2388,"['c44_sc', 'c11_fcc', 'relaxation_volume_fcc']",-432.20907403229086,125.55122452367446
1422,"['bulk_modulus_fcc', 'c44_bcc', 'c12_fcc']",-432.2112694490185,130.15146235916137
1360,"['lattice_constant_fcc', 'cohesive_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-432.21598317746265,120.85562403293625
1106,"['bulk_modulus_bcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-432.2523374039067,165.34977828208844
2945,"['c11_sc', 'c11_fcc', 'bulk_modulus_sc']",-432.26611131025777,110.90574102598603
175,"['lattice_constant_bcc', 'c11_sc']",-432.3804507174062,123.80979205741242
2323,"['c44_sc', 'ideal_surface_energy_100_fcc', 'relaxation_volume_fcc']",-432.3847694781388,151.27463065236665
1914,"['lattice_constant_bcc', 'ideal_surface_energy_100_fcc', 'relaxation_volume_fcc']",-432.4384505837488,132.64222331789742
1748,"['c44_bcc', 'relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc']",-432.4730091446832,184.76882182301455
1446,"['bulk_modulus_fcc', 'lattice_constant_bcc', 'lattice_constant_sc']",-432.49827121633604,142.77882008637445
1355,"['lattice_constant_fcc', 'relaxed_formation_potential_energy_fcc', 'bulk_modulus_sc']",-432.5196444404456,139.2273808096693
805,"['surface_energy_100_fcc', 'c44_sc', 'relaxation_volume_fcc']",-432.5261108111836,143.09902872199595
985,"['bulk_modulus_bcc', 'c44_bcc', 'c11_sc']",-432.6041621248896,123.93045473933199
654,"['surface_energy_100_fcc', 'bulk_modulus_bcc', 'lattice_constant_bcc']",-432.6992483541833,155.37090761362523
938,"['bulk_modulus_bcc', 'lattice_constant_fcc', 'cohesive_energy_fcc']",-432.78334867245394,131.56980688561526
471,"['c11_bcc', 'lattice_constant_bcc', 'c12_fcc']",-432.8609695034557,152.36651788551677
1558,"['bulk_modulus_fcc', 'relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc']",-433.02927753131246,155.06294067947871
1385,"['lattice_constant_fcc', 'unstable_stack_energy_fcc', 'c11_sc']",-433.07160131908336,137.36936712238452
864,"['surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc']",-433.0741501306926,170.63875883992915
2730,"['ideal_surface_energy_100_fcc', 'relaxation_volume_fcc', 'bulk_modulus_sc']",-433.1483596604511,135.7727926268432
729,"['surface_energy_100_fcc', 'c44_bcc', 'unstable_stack_energy_fcc']",-433.26458353147177,185.75810930229673
1637,"['c44_bcc', 'lattice_constant_bcc', 'c11_fcc']",-433.28440452412434,160.5147363490219
1343,"['lattice_constant_fcc', 'ideal_surface_energy_100_fcc', 'relaxation_volume_fcc']",-433.3294589691687,129.86676083614267
2430,"['c12_sc', 'relaxed_formation_potential_energy_fcc', 'cohesive_energy_fcc']",-433.37048099640896,121.6334349544411
2438,"['c12_sc', 'relaxed_formation_potential_energy_fcc', 'c11_fcc']",-433.5091661654341,129.77737041522678
746,"['surface_energy_100_fcc', 'lattice_constant_bcc', 'unrelaxed_formation_potential_energy_fcc']",-433.5459671513053,141.74999125700327
1279,"['lattice_constant_fcc', 'c44_sc', 'relaxed_formation_potential_energy_fcc']",-433.54677628171356,121.39077421661622
1864,"['lattice_constant_bcc', 'c12_sc', 'ideal_surface_energy_100_fcc']",-433.601691140224,142.50125870354117
672,"['surface_energy_100_fcc', 'bulk_modulus_bcc', 'relaxation_volume_fcc']",-433.6459090316145,140.38046193292647
1857,"['lattice_constant_bcc', 'c44_sc', 'c11_sc']",-433.69539355012205,128.6113664299861
583,"['c11_bcc', 'ideal_surface_energy_100_fcc', 'relaxation_volume_fcc']",-433.81530759865774,135.08159623952525
1448,"['bulk_modulus_fcc', 'lattice_constant_bcc', 'relaxation_volume_fcc']",-433.867734250584,122.0642087055874
2825,"['cohesive_energy_fcc', 'lattice_constant_sc', 'c11_fcc']",-433.9398054324621,117.76170074150595
1780,"['c44_bcc', 'c12_fcc', 'c11_fcc']",-433.9456607870445,124.27767870971134
354,"['c11_bcc', 'surface_energy_100_fcc', 'c44_bcc']",-433.95120063649534,115.72495721938616
1353,"['lattice_constant_fcc', 'relaxed_formation_potential_energy_fcc', 'c11_fcc']",-434.018870850696,114.42771756687117
2385,"['c44_sc', 'lattice_constant_sc', 'c11_fcc']",-434.0314762833806,129.01767912954935
1247,"['lattice_constant_fcc', 'thermal_expansion_coeff_fcc', 'cohesive_energy_fcc']",-434.09475405004196,121.62896729192553
1340,"['lattice_constant_fcc', 'ideal_surface_energy_100_fcc', 'c11_sc']",-434.21992138437145,125.44891161096982
684,"['surface_energy_100_fcc', 'lattice_constant_fcc', 'relaxed_formation_potential_energy_fcc']",-434.2269428404789,132.09640561868449
408,"['c11_bcc', 'lattice_constant_fcc', 'relaxed_formation_potential_energy_fcc']",-434.2366890541167,120.63518710061213
2674,"['ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-434.2862520694993,119.03657486059261
1945,"['lattice_constant_bcc', 'unrelaxed_formation_potential_energy_fcc', 'bulk_modulus_sc']",-434.2888562381007,137.71168789243862
708,"['surface_energy_100_fcc', 'bulk_modulus_fcc', 'c12_fcc']",-434.3078587846234,120.9101185413458
2909,"['unstable_stack_energy_fcc', 'c11_sc', 'bulk_modulus_sc']",-434.3679735554275,148.29370601255684
2253,"['c12_bcc', 'extr_stack_fault_energy_fcc', 'c11_fcc']",-434.4762971824543,138.21334997540416
633,"['c11_bcc', 'extr_stack_fault_energy_fcc', 'c11_fcc']",-434.53085920638443,132.23600203682437
1363,"['lattice_constant_fcc', 'cohesive_energy_fcc', 'c11_fcc']",-434.5460716824434,128.94159691263476
1356,"['lattice_constant_fcc', 'cohesive_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-434.5625913457837,120.91335288906104
55,"['surface_energy_100_fcc', 'lattice_constant_bcc']",-434.56270177399824,150.18403497117754
740,"['surface_energy_100_fcc', 'lattice_constant_bcc', 'c12_sc']",-434.7225129892638,137.19309372099946
2268,"['c12_bcc', 'c11_fcc', 'relaxation_volume_fcc']",-434.84268726950086,137.53683972024905
755,"['surface_energy_100_fcc', 'lattice_constant_bcc', 'bulk_modulus_sc']",-434.8846653307347,137.98995074319197
1293,"['lattice_constant_fcc', 'c12_sc', 'ideal_surface_energy_100_fcc']",-434.8894353298258,150.2237899064565
1967,"['lattice_constant_bcc', 'unstable_stack_energy_slip_fraction_fcc', 'c11_sc']",-434.9451152110465,128.05097173280893
410,"['c11_bcc', 'lattice_constant_fcc', 'unrelaxed_formation_potential_energy_fcc']",-435.0307709944926,140.69112423900293
438,"['c11_bcc', 'bulk_modulus_fcc', 'c11_fcc']",-435.0411437429613,98.121820646929
1384,"['lattice_constant_fcc', 'unstable_stack_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-435.06726463554736,174.08317847116234
1203,"['lattice_constant_fcc', 'c44_bcc', 'c12_bcc']",-435.07401808365415,140.86226944792853
1824,"['lattice_constant_bcc', 'thermal_expansion_coeff_fcc', 'c11_sc']",-435.1000088876979,110.83698837618267
2732,"['relaxed_formation_potential_energy_fcc', 'cohesive_energy_fcc', 'c12_fcc']",-435.10839449976334,165.56204579022273
1910,"['lattice_constant_bcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-435.1138280938591,139.22797670082412
1370,"['lattice_constant_fcc', 'unrelaxed_formation_potential_energy_fcc', 'c11_sc']",-435.22692392989853,141.52925252087456
1908,"['lattice_constant_bcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-435.2362022292384,242.7605177682688
950,"['bulk_modulus_bcc', 'bulk_modulus_fcc', 'lattice_constant_bcc']",-435.24257821961316,128.44995466241863
2202,"['c12_bcc', 'ideal_surface_energy_100_fcc', 'c11_fcc']",-435.38238798724433,168.7536740635085
2129,"['thermal_expansion_coeff_fcc', 'lattice_constant_sc', 'c11_fcc']",-435.4273559601887,116.13257120055245
1808,"['c44_bcc', 'c11_fcc', 'relaxation_volume_fcc']",-435.52612603556344,140.45254888576116
2731,"['relaxed_formation_potential_energy_fcc', 'cohesive_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-435.5554302405677,144.34696656495532
432,"['c11_bcc', 'bulk_modulus_fcc', 'c12_fcc']",-435.5840760542824,113.48851596414836
750,"['surface_energy_100_fcc', 'lattice_constant_bcc', 'unstable_stack_energy_slip_fraction_fcc']",-435.62574529236406,144.40639539709414
2768,"['relaxed_formation_potential_energy_fcc', 'extr_stack_fault_energy_fcc', 'c11_fcc']",-435.6334363811048,125.16674758611387
1248,"['lattice_constant_fcc', 'thermal_expansion_coeff_fcc', 'unrelaxed_formation_potential_energy_fcc']",-435.767727140431,146.98486428049142
1230,"['lattice_constant_fcc', 'lattice_constant_bcc', 'unrelaxed_formation_potential_energy_fcc']",-435.92230722549454,145.10511767346247
772,"['surface_energy_100_fcc', 'thermal_expansion_coeff_fcc', 'relaxation_volume_fcc']",-435.980832439876,127.73682708831305
1974,"['lattice_constant_bcc', 'c11_sc', 'relaxation_volume_fcc']",-436.0066689926455,107.28761864306716
448,"['c11_bcc', 'c44_bcc', 'ideal_surface_energy_100_fcc']",-436.0983118712467,127.66616750337263
1354,"['lattice_constant_fcc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-436.1003633139575,134.43083196502937
2948,"['lattice_constant_sc', 'c11_fcc', 'bulk_modulus_sc']",-436.14938312040414,130.87338629769494
2067,"['thermal_expansion_coeff_fcc', 'ideal_surface_energy_100_fcc', 'relaxation_volume_fcc']",-436.15793819120535,123.6346221011924
1476,"['bulk_modulus_fcc', 'c12_bcc', 'c12_fcc']",-436.17590286514707,116.63766710426285
2695,"['ideal_surface_energy_100_fcc', 'c12_fcc', 'unstable_stack_energy_fcc']",-436.23919222803704,179.40331924122404
1253,"['lattice_constant_fcc', 'thermal_expansion_coeff_fcc', 'c11_sc']",-436.2514764308042,119.40001167351421
2725,"['ideal_surface_energy_100_fcc', 'lattice_constant_sc', 'c11_fcc']",-436.2613561461485,130.1452518958411
996,"['bulk_modulus_bcc', 'lattice_constant_bcc', 'ideal_surface_energy_100_fcc']",-436.3279306734702,144.27572427778367
1428,"['bulk_modulus_fcc', 'c44_bcc', 'c11_fcc']",-436.34438307033986,127.5426509095883
910,"['surface_energy_100_fcc', 'extr_stack_fault_energy_fcc', 'relaxation_volume_fcc']",-436.3786535351688,166.08556643161003
2078,"['thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-436.49262033061024,149.82684916635287
1915,"['lattice_constant_bcc', 'ideal_surface_energy_100_fcc', 'bulk_modulus_sc']",-436.64162656771794,131.2501344175354
1391,"['lattice_constant_fcc', 'extr_stack_fault_energy_fcc', 'c11_sc']",-436.73083698357226,131.7944919694302
766,"['surface_energy_100_fcc', 'thermal_expansion_coeff_fcc', 'unstable_stack_energy_fcc']",-436.76904281744027,150.8778549036587
1938,"['lattice_constant_bcc', 'unrelaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc']",-436.8456468900067,186.34624843918994
1599,"['bulk_modulus_fcc', 'unstable_stack_energy_fcc', 'bulk_modulus_sc']",-436.8552736831653,150.74933874036577
2447,"['c12_sc', 'cohesive_energy_fcc', 'lattice_constant_sc']",-436.92608861014435,118.5820362643945
1440,"['bulk_modulus_fcc', 'lattice_constant_bcc', 'unrelaxed_formation_potential_energy_fcc']",-436.9728169237131,132.05234684288075
167,"['lattice_constant_bcc', 'ideal_surface_energy_100_fcc']",-437.00519129826915,138.88400141833517
1288,"['lattice_constant_fcc', 'c44_sc', 'c11_fcc']",-437.01675814919776,129.09766511702082
1372,"['lattice_constant_fcc', 'unrelaxed_formation_potential_energy_fcc', 'c11_fcc']",-437.05589577318716,123.57552222296464
2440,"['c12_sc', 'relaxed_formation_potential_energy_fcc', 'bulk_modulus_sc']",-437.06903924037067,131.51799067122604
2452,"['c12_sc', 'unrelaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc']",-437.08895538766666,165.75194489578448
2449,"['c12_sc', 'cohesive_energy_fcc', 'relaxation_volume_fcc']",-437.1261744761736,135.71085864290626
475,"['c11_bcc', 'lattice_constant_bcc', 'c11_sc']",-437.127604160771,108.41969377371383
686,"['surface_energy_100_fcc', 'lattice_constant_fcc', 'unrelaxed_formation_potential_energy_fcc']",-437.15617258065583,140.05938807075307
743,"['surface_energy_100_fcc', 'lattice_constant_bcc', 'ideal_surface_energy_100_fcc']",-437.17833452327324,146.281002084582
2197,"['c12_bcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-437.2857451467838,164.32840744891737
2437,"['c12_sc', 'relaxed_formation_potential_energy_fcc', 'lattice_constant_sc']",-437.2865293997841,132.22289368128875
2869,"['c12_fcc', 'unstable_stack_energy_fcc', 'c11_sc']",-437.32671467559106,166.52279354290545
680,"['surface_energy_100_fcc', 'lattice_constant_fcc', 'c12_sc']",-437.33002281961654,150.77784992302
1445,"['bulk_modulus_fcc', 'lattice_constant_bcc', 'c11_sc']",-437.3430363637374,134.10294151025067
1359,"['lattice_constant_fcc', 'cohesive_energy_fcc', 'extr_stack_fault_energy_fcc']",-437.3722779473565,132.37094076907496
