,factors,r2_cv_score,rmse_cv_score
3386,"['lattice_constant_fcc', 'c11_fcc', 'c12_fcc']",0.5071279457276766,-390.44191265601023
600,"['c12_bcc', 'unrelaxed_formation_potential_energy_fcc', 'c44_bcc']",0.5061740080261261,-393.49583317966966
4351,"['thermal_expansion_coeff_fcc', 'lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",0.5060965733362124,-421.74152222607535
2863,"['bulk_modulus_fcc', 'c12_fcc', 'lattice_constant_sc']",0.5060422496394059,-396.2061713137934
2810,"['bulk_modulus_fcc', 'lattice_constant_fcc', 'lattice_constant_diamond']",0.5058896699118585,-419.19731985271005
3700,"['c11_fcc', 'lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",0.5057225204580217,-418.8733696629138
1446,"['unstable_stack_energy_fcc', 'c11_fcc', 'bulk_modulus_bcc']",0.5056252975643637,-384.0731179928273
730,"['c12_bcc', 'c44_bcc', 'lattice_constant_bcc']",0.50561546506047,-427.67254300814255
3175,"['unstable_twinning_energy_fcc', 'c11_sc', 'lattice_constant_bcc']",0.5054982438011542,-402.78131934300234
1667,"['unstable_twinning_energy_slip_fraction_fcc', 'unrelaxed_formation_potential_energy_fcc', 'lattice_constant_bcc']",0.5053702292744141,-425.80112838584625
3739,"['c44_bcc', 'surface_energy_100_fcc', 'bulk_modulus_bcc']",0.5049865049316136,-413.45621139226665
1079,"['unstable_stack_energy_slip_fraction_fcc', 'c11_fcc', 'c12_fcc']",0.5043949001394862,-420.36613655706805
3088,"['unstable_twinning_energy_fcc', 'surface_energy_100_fcc', 'lattice_constant_sc']",0.5039692074224815,-403.98208926442703
2243,"['c11_bcc', 'unrelaxed_formation_potential_energy_fcc', 'lattice_constant_bcc']",0.5037822392998955,-424.2347211187633
3629,"['c11_fcc', 'c12_sc', 'lattice_constant_sc']",0.5036596144363176,-411.6380839392967
4224,"['c12_sc', 'cohesive_energy_fcc', 'lattice_constant_bcc']",0.5033198587719041,-415.13969997551635
1570,"['unstable_stack_energy_fcc', 'extr_stack_fault_energy_fcc', 'lattice_constant_sc']",0.5029640594929873,-396.09654211049883
2858,"['bulk_modulus_fcc', 'c12_fcc', 'c11_sc']",0.5028982690957554,-417.1931790040306
3694,"['c11_fcc', 'cohesive_energy_fcc', 'lattice_constant_bcc']",0.5028623061442447,-421.1566694856249
4505,"['cohesive_energy_fcc', 'lattice_constant_bcc', 'lattice_constant_diamond']",0.5026217727728394,-421.5918028584572
3475,"['lattice_constant_fcc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",0.5019641392801498,-423.29637259025895
3498,"['lattice_constant_fcc', 'thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc']",0.5016776677146283,-428.2276293566761
3844,"['c44_bcc', 'lattice_constant_sc', 'bulk_modulus_bcc']",0.5015230916992982,-424.619679986787
1440,"['unstable_stack_energy_fcc', 'c11_fcc', 'c11_sc']",0.5014904821208375,-390.37873020137283
3577,"['c11_fcc', 'c12_fcc', 'thermal_expansion_coeff_fcc']",0.5011731535160103,-415.5411924448965
2683,"['unrelaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc', 'lattice_constant_bcc']",0.5006943127737727,-423.59061912372425
1696,"['unstable_twinning_energy_slip_fraction_fcc', 'unstable_twinning_energy_fcc', 'c11_fcc']",0.5003316696126621,-390.99620029531104
3008,"['unstable_twinning_energy_fcc', 'lattice_constant_fcc', 'surface_energy_100_fcc']",0.5003132651415289,-411.328981521871
1352,"['unstable_stack_energy_fcc', 'bulk_modulus_fcc', 'c12_fcc']",0.5001732608400209,-384.2133940061381
4496,"['c11_sc', 'lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",0.500118318759876,-423.1912304346513
3554,"['lattice_constant_fcc', 'relaxed_formation_potential_energy_fcc', 'bulk_modulus_bcc']",0.4998416164663383,-431.84236269361395
3083,"['unstable_twinning_energy_fcc', 'surface_energy_100_fcc', 'c11_sc']",0.49966389835922514,-415.0050778935583
1705,"['unstable_twinning_energy_slip_fraction_fcc', 'unstable_twinning_energy_fcc', 'vacancy_migration_energy_fcc']",0.4993593135256698,-363.5709503597955
2216,"['ideal_surface_energy_100_fcc', 'lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",0.49885966423521966,-421.3704758417641
553,"['c12_bcc', 'ideal_surface_energy_100_fcc', 'c44_bcc']",0.4984253420153501,-412.4600531847123
2952,"['bulk_modulus_fcc', 'extr_stack_fault_energy_fcc', 'lattice_constant_bcc']",0.4980475110544213,-417.9687052732404
3543,"['lattice_constant_fcc', 'cohesive_energy_fcc', 'relaxed_formation_potential_energy_fcc']",0.4980374953376184,-423.92247387280185
1969,"['ideal_surface_energy_100_fcc', 'unrelaxed_formation_potential_energy_fcc', 'relaxed_formation_potential_energy_fcc']",0.49788238492869147,-424.0476047514517
3950,"['c12_fcc', 'cohesive_energy_fcc', 'lattice_constant_bcc']",0.49785858190207627,-432.18473532128934
4050,"['surface_energy_100_fcc', 'c11_sc', 'lattice_constant_bcc']",0.4978495788382959,-428.7245847216865
3007,"['unstable_twinning_energy_fcc', 'lattice_constant_fcc', 'c12_fcc']",0.4978405582118877,-418.8115356233509
1439,"['unstable_stack_energy_fcc', 'c11_fcc', 'c44_sc']",0.4977168781178123,-390.86423038180476
1441,"['unstable_stack_energy_fcc', 'c11_fcc', 'cohesive_energy_fcc']",0.49745274024814956,-390.8121221466695
2376,"['c11_bcc', 'c12_fcc', 'lattice_constant_bcc']",0.4973375373604527,-433.4555117360095
3076,"['unstable_twinning_energy_fcc', 'surface_energy_100_fcc', 'c12_sc']",0.4972579905291704,-412.2676439855687
3218,"['intr_stack_fault_energy_fcc', 'c11_fcc', 'c12_sc']",0.49699350400779335,-418.06278936615547
1490,"['unstable_stack_energy_fcc', 'surface_energy_100_fcc', 'lattice_constant_bcc']",0.4962410847247082,-403.75917508276126
1083,"['unstable_stack_energy_slip_fraction_fcc', 'c11_fcc', 'relaxation_volume_fcc']",0.49577826590743845,-415.5286382986267
3541,"['lattice_constant_fcc', 'cohesive_energy_fcc', 'lattice_constant_bcc']",0.49575225739968276,-429.07080010360966
2778,"['bulk_modulus_fcc', 'intr_stack_fault_energy_fcc', 'c12_fcc']",0.4955154176250138,-413.8669859944819
2010,"['ideal_surface_energy_100_fcc', 'unstable_twinning_energy_fcc', 'lattice_constant_bcc']",0.49548222570891587,-406.8908934508292
1580,"['unstable_stack_energy_fcc', 'c11_sc', 'lattice_constant_bcc']",0.4954741129276453,-409.8892692224046
4507,"['cohesive_energy_fcc', 'lattice_constant_bcc', 'lattice_constant_sc']",0.495113107810636,-425.3703163899408
4508,"['cohesive_energy_fcc', 'lattice_constant_bcc', 'bulk_modulus_bcc']",0.4950657813353667,-421.44542367779496
3396,"['lattice_constant_fcc', 'c11_fcc', 'c11_sc']",0.49504721414310743,-424.48876158755206
456,"['lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",0.4945771205215172,-424.1352985578898
3701,"['c11_fcc', 'lattice_constant_bcc', 'lattice_constant_sc']",0.49439686549878237,-412.0466698253549
2745,"['unrelaxed_formation_potential_energy_fcc', 'lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",0.4940175798617018,-420.89589057157747
4515,"['lattice_constant_bcc', 'lattice_constant_diamond', 'relaxed_formation_potential_energy_fcc']",0.49385546423526683,-424.6966539928721
1438,"['unstable_stack_energy_fcc', 'c11_fcc', 'extr_stack_fault_energy_fcc']",0.49347250050641045,-358.7409333147954
3599,"['c11_fcc', 'surface_energy_100_fcc', 'lattice_constant_bcc']",0.4933264369680319,-424.00518223760264
2250,"['c11_bcc', 'bulk_modulus_fcc', 'lattice_constant_fcc']",0.49329735468308233,-425.6653859060716
4490,"['c11_sc', 'cohesive_energy_fcc', 'lattice_constant_bcc']",0.49309878145631664,-418.104984995462
4345,"['thermal_expansion_coeff_fcc', 'cohesive_energy_fcc', 'lattice_constant_bcc']",0.49211163520222795,-423.5633142120476
3070,"['unstable_twinning_energy_fcc', 'c12_fcc', 'lattice_constant_bcc']",0.49202909742452455,-404.5672779303596
4061,"['surface_energy_100_fcc', 'lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",0.49200340880558935,-424.9763853716519
3495,"['lattice_constant_fcc', 'thermal_expansion_coeff_fcc', 'cohesive_energy_fcc']",0.4919814245100187,-433.14210976177833
2978,"['bulk_modulus_fcc', 'lattice_constant_bcc', 'bulk_modulus_bcc']",0.49190541786208924,-430.7065673529941
2275,"['c11_bcc', 'unstable_twinning_energy_fcc', 'surface_energy_100_fcc']",0.4918742495462192,-408.08375051731406
2805,"['bulk_modulus_fcc', 'lattice_constant_fcc', 'extr_stack_fault_energy_fcc']",0.49143266846723,-426.58689624229845
2360,"['c11_bcc', 'c44_bcc', 'lattice_constant_bcc']",0.4913374820489794,-416.2269938930142
3642,"['c11_fcc', 'relaxation_volume_fcc', 'bulk_modulus_bcc']",0.49133341080631027,-422.392163897126
618,"['c12_bcc', 'bulk_modulus_fcc', 'unstable_twinning_energy_fcc']",0.49128943601427244,-410.90500556864225
1287,"['unstable_stack_energy_fcc', 'ideal_surface_energy_100_fcc', 'relaxation_volume_fcc']",0.49119932102499975,-413.8910300169446
2199,"['ideal_surface_energy_100_fcc', 'c44_sc', 'lattice_constant_bcc']",0.4911676480347392,-435.99249819070116
3708,"['c11_fcc', 'lattice_constant_sc', 'bulk_modulus_bcc']",0.4910543675387313,-422.48496287543907
3999,"['surface_energy_100_fcc', 'relaxation_volume_fcc', 'lattice_constant_bcc']",0.49076730366923177,-427.1720227300044
2215,"['ideal_surface_energy_100_fcc', 'lattice_constant_bcc', 'lattice_constant_diamond']",0.4906212903599688,-432.64740784257185
1139,"['unstable_stack_energy_slip_fraction_fcc', 'surface_energy_100_fcc', 'lattice_constant_bcc']",0.49058331869234456,-431.86596216096507
2596,"['unrelaxed_formation_potential_energy_fcc', 'c11_fcc', 'lattice_constant_bcc']",0.4904060279710793,-413.3400064929774
2744,"['unrelaxed_formation_potential_energy_fcc', 'lattice_constant_bcc', 'lattice_constant_diamond']",0.48996533422776756,-432.6522455066911
2154,"['ideal_surface_energy_100_fcc', 'relaxation_volume_fcc', 'lattice_constant_bcc']",0.48909519170823423,-424.2558178947843
450,"['cohesive_energy_fcc', 'lattice_constant_bcc']",0.48888497736311715,-426.6525595078807
3038,"['unstable_twinning_energy_fcc', 'c11_fcc', 'lattice_constant_diamond']",0.488240791738378,-395.34650416352355
2391,"['c11_bcc', 'surface_energy_100_fcc', 'lattice_constant_bcc']",0.4878176726015596,-429.15081268519697
2165,"['ideal_surface_energy_100_fcc', 'thermal_expansion_coeff_fcc', 'lattice_constant_bcc']",0.4874830538153185,-438.1766715869079
4002,"['surface_energy_100_fcc', 'relaxation_volume_fcc', 'lattice_constant_sc']",0.4873609301140047,-430.7062611516885
2346,"['c11_bcc', 'c11_fcc', 'lattice_constant_sc']",0.48719814561899233,-424.8922757852212
2856,"['bulk_modulus_fcc', 'c12_fcc', 'extr_stack_fault_energy_fcc']",0.4870545324287846,-424.63226041738557
192,"['unrelaxed_formation_potential_energy_fcc', 'lattice_constant_fcc']",0.48685164528018715,-433.3195129892688
3062,"['unstable_twinning_energy_fcc', 'c12_fcc', 'relaxation_volume_fcc']",0.48652667683307316,-426.10078180959135
2582,"['unrelaxed_formation_potential_energy_fcc', 'lattice_constant_fcc', 'bulk_modulus_bcc']",0.4865027862057756,-438.08503210281197
2312,"['c11_bcc', 'lattice_constant_fcc', 'c44_bcc']",0.4862542981749254,-424.41374623599944
2825,"['bulk_modulus_fcc', 'c11_fcc', 'c11_sc']",0.4861710055840261,-407.34603702440194
3838,"['c44_bcc', 'lattice_constant_bcc', 'bulk_modulus_bcc']",0.4860646009303109,-418.0698460115733
4055,"['surface_energy_100_fcc', 'cohesive_energy_fcc', 'lattice_constant_bcc']",0.486013215400924,-430.45167372041817
3111,"['unstable_twinning_energy_fcc', 'c12_sc', 'cohesive_energy_fcc']",0.4859682238121861,-407.5230404708193
2564,"['unrelaxed_formation_potential_energy_fcc', 'lattice_constant_fcc', 'c11_fcc']",0.4858885009103881,-427.9297586038434
1367,"['unstable_stack_energy_fcc', 'bulk_modulus_fcc', 'lattice_constant_sc']",0.48587860673522365,-414.1678487683864
2704,"['unrelaxed_formation_potential_energy_fcc', 'bulk_modulus_sc', 'lattice_constant_bcc']",0.4858741144509468,-431.3184386396781
944,"['unstable_stack_energy_slip_fraction_fcc', 'ideal_surface_energy_100_fcc', 'lattice_constant_bcc']",0.48584377652155397,-432.3573563484556
1910,"['unstable_twinning_energy_slip_fraction_fcc', 'cohesive_energy_fcc', 'lattice_constant_bcc']",0.4857269405373104,-428.41061249411655
4519,"['lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc', 'bulk_modulus_bcc']",0.485172081548494,-420.7391759202152
719,"['c12_bcc', 'c44_bcc', 'surface_energy_100_fcc']",0.4851171011664537,-419.8028342803953
1240,"['unstable_stack_energy_slip_fraction_fcc', 'lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",0.484975608498598,-431.8690737847745
716,"['c12_bcc', 'c11_fcc', 'lattice_constant_sc']",0.484763884790475,-426.4739224372518
4396,"['bulk_modulus_sc', 'lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",0.48459358810495495,-428.1411008107225
4292,"['relaxation_volume_fcc', 'cohesive_energy_fcc', 'relaxed_formation_potential_energy_fcc']",0.48451610603702683,-431.9833035240462
2542,"['unrelaxed_formation_potential_energy_fcc', 'unstable_twinning_energy_fcc', 'lattice_constant_sc']",0.4844135900733066,-420.52818347442707
1975,"['ideal_surface_energy_100_fcc', 'bulk_modulus_fcc', 'c11_fcc']",0.48440448279860077,-423.42501719227016
1916,"['unstable_twinning_energy_slip_fraction_fcc', 'lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",0.4843861018140534,-425.9089672773409
4296,"['relaxation_volume_fcc', 'lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",0.48422429510374704,-423.043137980458
3215,"['intr_stack_fault_energy_fcc', 'c11_fcc', 'c12_fcc']",0.4839789265972789,-419.2685930390098
3532,"['lattice_constant_fcc', 'c44_sc', 'relaxed_formation_potential_energy_fcc']",0.4836140611347459,-427.244312940412
2828,"['bulk_modulus_fcc', 'c11_fcc', 'lattice_constant_diamond']",0.48353199362841076,-428.1978054552508
877,"['unstable_stack_energy_slip_fraction_fcc', 'unstable_stack_energy_fcc', 'intr_stack_fault_energy_fcc']",0.4833582733593753,-357.55320098692164
4340,"['thermal_expansion_coeff_fcc', 'c11_sc', 'lattice_constant_bcc']",0.48313098284227374,-431.9002715427959
207,"['unrelaxed_formation_potential_energy_fcc', 'lattice_constant_bcc']",0.48273550820284944,-428.6886892519496
2775,"['bulk_modulus_fcc', 'intr_stack_fault_energy_fcc', 'lattice_constant_fcc']",0.48257130289221584,-432.6634319032648
2629,"['unrelaxed_formation_potential_energy_fcc', 'c12_fcc', 'lattice_constant_bcc']",0.48249886851571155,-437.3194928161301
2925,"['bulk_modulus_fcc', 'thermal_expansion_coeff_fcc', 'lattice_constant_bcc']",0.482133687148089,-434.1148516488393
2205,"['ideal_surface_energy_100_fcc', 'c11_sc', 'lattice_constant_bcc']",0.4819701662788829,-428.89913468693163
991,"['unstable_stack_energy_slip_fraction_fcc', 'unrelaxed_formation_potential_energy_fcc', 'lattice_constant_bcc']",0.4819426134701489,-433.5984003198079
3639,"['c11_fcc', 'relaxation_volume_fcc', 'lattice_constant_diamond']",0.48190601582976855,-413.16526087312013
2041,"['ideal_surface_energy_100_fcc', 'lattice_constant_fcc', 'relaxation_volume_fcc']",0.4817816749104458,-434.497624695176
3689,"['c11_fcc', 'c11_sc', 'lattice_constant_bcc']",0.4814031335860032,-414.9123997664485
1494,"['unstable_stack_energy_fcc', 'surface_energy_100_fcc', 'bulk_modulus_bcc']",0.4813902586909588,-417.30860569231686
2506,"['unrelaxed_formation_potential_energy_fcc', 'bulk_modulus_fcc', 'c12_fcc']",0.4812124431781091,-414.91119359817503
3544,"['lattice_constant_fcc', 'cohesive_energy_fcc', 'lattice_constant_sc']",0.48116298105806904,-436.2097484403105
3956,"['c12_fcc', 'lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",0.4810436202643293,-432.03702211841613
291,"['lattice_constant_fcc', 'relaxed_formation_potential_energy_fcc']",0.48090364342191244,-428.9719501878338
1284,"['unstable_stack_energy_fcc', 'ideal_surface_energy_100_fcc', 'surface_energy_100_fcc']",0.4806289001789353,-410.0409546123145
4481,"['c44_sc', 'lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",0.48043727934448055,-427.450273514581
4001,"['surface_energy_100_fcc', 'relaxation_volume_fcc', 'relaxed_formation_potential_energy_fcc']",0.48039052496049206,-430.647277916595
3657,"['c11_fcc', 'bulk_modulus_sc', 'c11_sc']",0.48036114611263936,-425.3684330553326
2823,"['bulk_modulus_fcc', 'c11_fcc', 'extr_stack_fault_energy_fcc']",0.4802344681845077,-417.4752290612981
3573,"['c11_fcc', 'c12_fcc', 'surface_energy_100_fcc']",0.480028337390163,-424.20957890753635
3448,"['lattice_constant_fcc', 'surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",0.4799853146311384,-431.7180673861995
996,"['unstable_stack_energy_slip_fraction_fcc', 'bulk_modulus_fcc', 'unstable_twinning_energy_fcc']",0.4796746521842452,-404.2194800839281
3537,"['lattice_constant_fcc', 'c11_sc', 'lattice_constant_diamond']",0.4796317511697596,-427.94313141237274
3437,"['lattice_constant_fcc', 'surface_energy_100_fcc', 'c12_sc']",0.47956196685483454,-436.79379873875695
3402,"['lattice_constant_fcc', 'c11_fcc', 'bulk_modulus_bcc']",0.47949693880203825,-423.77253555723007
2861,"['bulk_modulus_fcc', 'c12_fcc', 'lattice_constant_diamond']",0.4794620221088641,-429.3747735774513
3638,"['c11_fcc', 'relaxation_volume_fcc', 'lattice_constant_bcc']",0.47931429457417707,-421.26328008050785
2014,"['ideal_surface_energy_100_fcc', 'unstable_twinning_energy_fcc', 'bulk_modulus_bcc']",0.4791458706709161,-422.6440760431241
2902,"['bulk_modulus_fcc', 'c12_sc', 'lattice_constant_bcc']",0.4791320050797833,-423.2095342697249
4062,"['surface_energy_100_fcc', 'lattice_constant_bcc', 'lattice_constant_sc']",0.47888293081236616,-434.4509991066519
3391,"['lattice_constant_fcc', 'c11_fcc', 'thermal_expansion_coeff_fcc']",0.47880466433089475,-426.1827753578516
1815,"['unstable_twinning_energy_slip_fraction_fcc', 'surface_energy_100_fcc', 'lattice_constant_bcc']",0.4786267152125363,-442.95746383379037
2734,"['unrelaxed_formation_potential_energy_fcc', 'c11_sc', 'lattice_constant_bcc']",0.47862425676799153,-425.93921639423075
2977,"['bulk_modulus_fcc', 'lattice_constant_bcc', 'lattice_constant_sc']",0.4785542749917021,-431.8673654114366
635,"['c12_bcc', 'bulk_modulus_fcc', 'lattice_constant_bcc']",0.47848402480598823,-433.4955550206929
3997,"['surface_energy_100_fcc', 'relaxation_volume_fcc', 'c11_sc']",0.4780492693947199,-428.55851643138266
3389,"['lattice_constant_fcc', 'c11_fcc', 'c12_sc']",0.4778643466515476,-411.6676110508726
2048,"['ideal_surface_energy_100_fcc', 'lattice_constant_fcc', 'cohesive_energy_fcc']",0.47783630638661834,-432.66311526514704
355,"['surface_energy_100_fcc', 'lattice_constant_bcc']",0.47740941702098844,-434.9726154668091
1280,"['unstable_stack_energy_fcc', 'ideal_surface_energy_100_fcc', 'lattice_constant_fcc']",0.47730841058454815,-419.93455348916666
2175,"['ideal_surface_energy_100_fcc', 'bulk_modulus_sc', 'lattice_constant_bcc']",0.47726920420882285,-437.7115385295674
3464,"['lattice_constant_fcc', 'c44_fcc', 'bulk_modulus_bcc']",0.4767069873182281,-382.5930924341832
288,"['lattice_constant_fcc', 'cohesive_energy_fcc']",0.476694094332204,-436.38412186562056
3581,"['c11_fcc', 'c12_fcc', 'c44_sc']",0.47663125543422913,-424.7547553355133
3082,"['unstable_twinning_energy_fcc', 'surface_energy_100_fcc', 'c44_sc']",0.4766162860174148,-415.1509359592492
3192,"['unstable_twinning_energy_fcc', 'relaxed_formation_potential_energy_fcc', 'lattice_constant_sc']",0.47648286342218704,-413.2539674570058
2481,"['c11_bcc', 'c11_sc', 'lattice_constant_bcc']",0.4763134272567476,-432.1692575213581
3993,"['surface_energy_100_fcc', 'relaxation_volume_fcc', 'bulk_modulus_sc']",0.47620670571728035,-431.1813571654429
2851,"['bulk_modulus_fcc', 'c12_fcc', 'c12_sc']",0.4759561330615756,-425.7076291124761
3588,"['c11_fcc', 'c12_fcc', 'bulk_modulus_bcc']",0.47587564412153155,-428.8470400271921
3472,"['lattice_constant_fcc', 'c12_sc', 'cohesive_energy_fcc']",0.4758352916161964,-422.27085396449957
3230,"['intr_stack_fault_energy_fcc', 'c11_fcc', 'lattice_constant_sc']",0.4758218170392503,-418.1997496460292
4475,"['c44_sc', 'cohesive_energy_fcc', 'lattice_constant_bcc']",0.4755403487822585,-429.8372679590159
215,"['bulk_modulus_fcc', 'c11_fcc']",0.4752545379047231,-427.8285847562124
4495,"['c11_sc', 'lattice_constant_bcc', 'lattice_constant_diamond']",0.4747408429936678,-436.7327782737775
2043,"['ideal_surface_energy_100_fcc', 'lattice_constant_fcc', 'bulk_modulus_sc']",0.4745510921413174,-443.0033726691766
621,"['c12_bcc', 'bulk_modulus_fcc', 'c11_fcc']",0.4745433709845584,-423.99209260794333
2746,"['unrelaxed_formation_potential_energy_fcc', 'lattice_constant_bcc', 'lattice_constant_sc']",0.47445759629913714,-431.6270191852929
2728,"['unrelaxed_formation_potential_energy_fcc', 'c44_sc', 'lattice_constant_bcc']",0.47395514723198906,-429.37075228550094
2959,"['bulk_modulus_fcc', 'c44_sc', 'lattice_constant_bcc']",0.47395167788068415,-442.9850561483511
1402,"['unstable_stack_energy_fcc', 'intr_stack_fault_energy_fcc', 'c44_sc']",0.4739306589120336,-399.91586074147335
229,"['bulk_modulus_fcc', 'lattice_constant_bcc']",0.4738332774962211,-433.8861304946394
1516,"['unstable_stack_energy_fcc', 'c12_sc', 'cohesive_energy_fcc']",0.4735969316992969,-420.92335977157643
396,"['relaxation_volume_fcc', 'relaxed_formation_potential_energy_fcc']",0.4735487578662718,-440.8108756911008
2567,"['unrelaxed_formation_potential_energy_fcc', 'lattice_constant_fcc', 'surface_energy_100_fcc']",0.47340689337694414,-434.6955634165074
2976,"['bulk_modulus_fcc', 'lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",0.4733886737115372,-425.5610215798538
2158,"['ideal_surface_energy_100_fcc', 'relaxation_volume_fcc', 'bulk_modulus_bcc']",0.47337081416837506,-432.7190296973662
2975,"['bulk_modulus_fcc', 'lattice_constant_bcc', 'lattice_constant_diamond']",0.4730852302389371,-430.35302637522744
1689,"['unstable_twinning_energy_slip_fraction_fcc', 'bulk_modulus_fcc', 'lattice_constant_bcc']",0.47300191832175026,-430.193913871958
4497,"['c11_sc', 'lattice_constant_bcc', 'lattice_constant_sc']",0.47298727707438365,-431.206053160159
3652,"['c11_fcc', 'thermal_expansion_coeff_fcc', 'lattice_constant_sc']",0.47298121559205275,-432.019576895037
2571,"['unrelaxed_formation_potential_energy_fcc', 'lattice_constant_fcc', 'thermal_expansion_coeff_fcc']",0.47277474143616693,-441.6911064900058
2774,"['bulk_modulus_fcc', 'unstable_twinning_energy_fcc', 'bulk_modulus_bcc']",0.47251797915893934,-421.39313925265424
1234,"['unstable_stack_energy_slip_fraction_fcc', 'cohesive_energy_fcc', 'lattice_constant_bcc']",0.4723382772488594,-425.8946014983685
2035,"['ideal_surface_energy_100_fcc', 'lattice_constant_fcc', 'c11_fcc']",0.4718432254382227,-432.141254771629
733,"['c12_bcc', 'c44_bcc', 'lattice_constant_sc']",0.4716261202080927,-426.7744917619681
4003,"['surface_energy_100_fcc', 'relaxation_volume_fcc', 'bulk_modulus_bcc']",0.4716251608303212,-436.8362113645676
862,"['c12_bcc', 'lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",0.4714811892786026,-441.80909096269016
2152,"['ideal_surface_energy_100_fcc', 'relaxation_volume_fcc', 'c11_sc']",0.47143377107530837,-431.27748434640847
2151,"['ideal_surface_energy_100_fcc', 'relaxation_volume_fcc', 'c44_sc']",0.47142140988984577,-438.0286815427631
1922,"['unstable_twinning_energy_slip_fraction_fcc', 'relaxed_formation_potential_energy_fcc', 'lattice_constant_sc']",0.47120555172221396,-440.8317804230792
4449,"['extr_stack_fault_energy_fcc', 'c11_sc', 'lattice_constant_bcc']",0.4709702080023533,-429.1950511601193
3548,"['lattice_constant_fcc', 'lattice_constant_bcc', 'lattice_constant_sc']",0.47096558184627574,-443.2908257002896
3484,"['lattice_constant_fcc', 'relaxation_volume_fcc', 'cohesive_energy_fcc']",0.4709313856683559,-434.93042538375477
1001,"['unstable_stack_energy_slip_fraction_fcc', 'bulk_modulus_fcc', 'c12_fcc']",0.47085402168750873,-430.96279307545376
1620,"['unstable_twinning_energy_slip_fraction_fcc', 'ideal_surface_energy_100_fcc', 'lattice_constant_bcc']",0.4708293733280032,-438.5285419107669
728,"['c12_bcc', 'c44_bcc', 'c11_sc']",0.470521018740234,-432.2653761381691
3508,"['lattice_constant_fcc', 'bulk_modulus_sc', 'relaxed_formation_potential_energy_fcc']",0.47049541893400276,-437.04030713773477
2248,"['c11_bcc', 'bulk_modulus_fcc', 'unstable_twinning_energy_fcc']",0.4698669363159085,-426.91684326315794
2576,"['unrelaxed_formation_potential_energy_fcc', 'lattice_constant_fcc', 'c11_sc']",0.46984734981357185,-441.8139232727491
497,"['c12_bcc', 'unstable_stack_energy_fcc', 'bulk_modulus_fcc']",0.4697728469008531,-419.2062769148612
4498,"['c11_sc', 'lattice_constant_bcc', 'bulk_modulus_bcc']",0.4697675162889503,-433.82387603160396
2348,"['c11_bcc', 'c44_bcc', 'c12_fcc']",0.4694898072790651,-407.4144662129413
2252,"['c11_bcc', 'bulk_modulus_fcc', 'c44_bcc']",0.46942271297266813,-395.0191305103167
3636,"['c11_fcc', 'relaxation_volume_fcc', 'c11_sc']",0.46941882122284817,-427.65351886782133
1905,"['unstable_twinning_energy_slip_fraction_fcc', 'c11_sc', 'lattice_constant_bcc']",0.46912603139835196,-439.11665337007975
2644,"['unrelaxed_formation_potential_energy_fcc', 'surface_energy_100_fcc', 'lattice_constant_bcc']",0.4690058557678272,-428.8639347718682
2147,"['ideal_surface_energy_100_fcc', 'relaxation_volume_fcc', 'thermal_expansion_coeff_fcc']",0.4689674596886089,-438.58780537067565
2854,"['bulk_modulus_fcc', 'c12_fcc', 'bulk_modulus_sc']",0.4689380346954641,-425.08245286805135
3529,"['lattice_constant_fcc', 'c44_sc', 'cohesive_energy_fcc']",0.4689172387115772,-441.7941510300412
3547,"['lattice_constant_fcc', 'lattice_constant_bcc', 'relaxed_formation_potential_energy_fcc']",0.4687962297999323,-428.85927363670254
2288,"['c11_bcc', 'unstable_twinning_energy_fcc', 'relaxed_formation_potential_energy_fcc']",0.4686694904968356,-419.84301900294054
3181,"['unstable_twinning_energy_fcc', 'cohesive_energy_fcc', 'lattice_constant_diamond']",0.46840561056371577,-421.6605325724151
1482,"['unstable_stack_energy_fcc', 'surface_energy_100_fcc', 'relaxation_volume_fcc']",0.46838601581090394,-405.202104170977
2747,"['unrelaxed_formation_potential_energy_fcc', 'lattice_constant_bcc', 'bulk_modulus_bcc']",0.4681536957646517,-429.98257811140485
682,"['c12_bcc', 'lattice_constant_fcc', 'c44_bcc']",0.4680592594363212,-432.2626575543352
