bulk_modulus_bcc,bulk_modulus_fcc,bulk_modulus_sc,c11_bcc,c11_fcc,c11_sc,C11-C12,c11-c12-c44,c11-c12+c44,c12_bcc,c12_fcc,c12_sc,c44_bcc,c44_fcc,c44_sc,cohesive_energy_bcc,cohesive_energy_fcc,cohesive_energy_sc,cohesive_energy_diamond,extr_stack_fault_energy_fcc,ideal_surface_energy_100_fcc,ideal_surface_energy_110_fcc,ideal_surface_energy_111_fcc,ideal_surface_energy_121_fcc,intr_stack_fault_energy_fcc,lattice_constant_bcc,lattice_constant_fcc,lattice_constant_sc,lattice_constant_diamond,relaxation_volume_bcc,relaxation_volume_fcc,relaxation_volume_hcp,relaxed_formation_potential_energy_bcc,relaxed_formation_potential_energy_fcc,relaxed_formation_potential_energy_hcp,species,strength_MPa,surface_energy_100_fcc,surface_energy_110_fcc,surface_energy_111_fcc,surface_energy_121_fcc,thermal_expansion_coeff_fcc,unrelaxed_formation_potential_energy_bcc,unrelaxed_formation_potential_energy_fcc,unrelaxed_formation_potential_energy_hcp,unstable_stack_energy_fcc,unstable_stack_energy_slip_fraction_fcc,unstable_twinning_energy_fcc,unstable_twinning_energy_slip_fraction_fcc,vacancy_migration_energy_bcc,vacancy_migration_energy_fcc,vacancy_migration_energy_hcp,vacancy_migration_energy_sc
Bulk Modulus BCC,Bulk Modulus FCC,Bulk Modulus SC,C11 BCC,C11 FCC,C11 SC,C11-C12,c11-c12-c44,c11-c12+c44,C12 BCC,C12 FCC,C12 SC,C44-BCC,C44-FCC,C44-SC,Coh. Energy BCC,Coh. Energy FCC,Coh. Energy SC,Coh. Energy Diamond,eSFE FCC,Ideal SE 100 FCC,Ideal SE 110 FCC,Ideal SE 111 FCC,Ideal SE 121 FCC,iSFE-FCC,LC BCC,LC FCC,LC SC,LC Diamond,VRV-BCC,VRV-FCC,VRV-HCP,rVFPE-BCC,rVFPE-FCC,rVFPE-HCP,species,Strength,SE 100 FCC,SE 110 FCC,SE 111 FCC,SE 121 FCC,TEC FCC,uVFPE-BCC,uVFPE-FCC,uVFPE-HCP,uSFE-FCC,uSFE Slip Fract FCC,uTwinEnergy-FCC,uTwinEnergySF-FCC,VME-BCC,VME-FCC,VME-HCP,MVE-SC
