,strength_MPa,bcc_fraction,hcp_fraction,lattice_constant_bcc,lattice_constant_fcc,lattice_constant_sc,bulk_modulus_bcc,bulk_modulus_fcc,bulk_modulus_sc,c44_bcc,c44_fcc,c44_sc,c12_bcc,c12_fcc,c12_sc,c11_bcc,c11_fcc,c11_sc,cohesive_energy_bcc,cohesive_energy_fcc,cohesive_energy_sc,thermal_expansion_coeff_fcc,surface_energy_100_fcc,surface_energy_110_fcc,surface_energy_111_fcc,surface_energy_121_fcc,ideal_surface_energy_100_bcc,ideal_surface_energy_100_fcc,ideal_surface_energy_110_bcc,ideal_surface_energy_110_fcc,ideal_surface_energy_111_bcc,ideal_surface_energy_111_fcc,ideal_surface_energy_121_bcc,ideal_surface_energy_121_fcc,extr_stack_fault_energy_fcc,intr_stack_fault_energy_fcc,unstable_stack_energy_fcc,unstable_stack_energy_slip_fraction_fcc,unstable_twinning_energy_fcc,unstable_twinning_energy_slip_fraction_fcc,relaxed_formation_potential_energy_bcc,relaxed_formation_potential_energy_fcc,relaxed_formation_potential_energy_hcp,unrelaxed_formation_potential_energy_bcc,unrelaxed_formation_potential_energy_fcc,unrelaxed_formation_potential_energy_hcp,vacancy_migration_energy_bcc,vacancy_migration_energy_fcc,vacancy_migration_energy_hcp,vacancy_migration_energy_sc,relaxation_volume_bcc,relaxation_volume_fcc,relaxation_volume_hcp
intr_stack_fault_energy_fcc,0.1339251796160403,-0.02097498127913121,-0.3962929045756282,-0.3069561730568994,-0.28542162004684757,-0.0022755068335102028,-0.04929210687376226,-0.18526235576950079,0.02923775849938743,0.007115334706037013,-0.042203728714188024,-0.01778978419291762,-0.04139874598443709,-0.22478273609442623,0.127548889039313,-0.062272317528770244,-0.12038848975166258,-0.043989887146971204,0.3502858484969461,0.3777312617099091,0.12825173743043608,-0.3187943339971415,0.004365661650118071,0.04689822029537728,0.008327782262026509,0.013144924313030836,,0.03830528414886863,,0.036731700250370876,,0.050181888390260075,,0.04335071864260436,0.9697185941347339,1.0,0.8408658753745157,0.5419864126530897,0.8371020132428909,0.3746816097548079,,0.2233389966613525,,,0.2765140375784258,,,0.32243402968589807,,,,-0.2595864718078303,
unstable_stack_energy_fcc,0.5668702468218907,-0.0704428215401447,-0.3326037952996125,-0.6663086648498738,-0.6600292253628475,-0.3371138068689315,-0.034419605527964456,0.09217393237671381,0.19534314870901806,0.15424613714712407,0.3448129082153557,-0.1505370007876499,-0.032814227981532995,0.018843513024542933,0.007581312538166226,-0.03628428206785768,0.18384068001034162,0.2379003830064976,0.5351698520891576,0.5588337637332687,0.26470452467540295,-0.4591194073202483,0.2816274011476832,0.309523813071744,0.23949696803127069,0.26644953522480846,,0.30249504453722,,0.28900341670134466,,0.26958671968617015,,0.27688324482416177,0.8109814109498251,0.8408658753745157,1.0,0.23527119263390278,0.9848476995559513,0.22260953887330168,,0.5876880652290052,,,0.579694621342147,,,0.8239460066590546,,,,-0.5844047525170298,
unstable_stack_energy_slip_fraction_fcc,-0.12989246194106593,0.008357670617551742,-0.4918965885341019,0.08039327074203195,0.0809165453051182,0.15400539631570034,0.3987344115105316,-0.13921203581323918,-0.05971281516608388,0.3258618679704426,-0.2405132803126939,0.12342070799564495,0.42886443766572196,-0.1466544051974399,0.2074050964140164,0.3305352174337451,-0.12012512335270921,-0.2047747069192797,0.02096577303338305,0.03262780656800857,0.07676356342016334,-0.02492498657807228,0.017833783560917575,0.04053596373785492,0.05265592885887022,0.03941489865139135,,0.039276784766958804,,0.05468938452809321,,0.07281259700433927,,0.0692138305398433,0.5395731154008534,0.5419864126530897,0.23527119263390278,1.0,0.2908155426815292,0.2651151187320807,,-0.1787940549364069,,,-0.09544278591848566,,,-0.21384718289360738,,,,0.1156157156399449,
unstable_twinning_energy_fcc,0.589468404335647,-0.0670611594557667,-0.41166553928957894,-0.6496299420952799,-0.6394946049573303,-0.35587169652068656,-0.023039177779956333,0.11860171347190834,0.20626742273665896,0.17870342250214594,0.38223947395460306,-0.153695682906715,-0.018084854104632953,0.033827920246439734,0.005644006617767544,-0.031437348926151375,0.22378013680131265,0.25269139902298404,0.5446496560992046,0.570369451061583,0.3064956613283581,-0.4504297104196459,0.36038581178340323,0.3877346937847909,0.32142784785038253,0.3492747815787184,,0.37647339543377123,,0.36532352567395626,,0.34653365675849274,,0.3541835569951055,0.8300768925897913,0.8371020132428909,0.9848476995559513,0.2908155426815292,1.0,0.25993635349747934,,0.5708700730731338,,,0.5695105353004971,,,0.78948975827172,,,,-0.5628623401125032,
unstable_twinning_energy_slip_fraction_fcc,-0.1271339197996108,-0.02128844020872268,-0.162229742344076,0.1727760005587793,0.14015902079907575,0.19802526949965527,-0.22636989319397177,-0.33117799120830727,-0.13388296124176421,-0.2903063847473729,-0.23802149249280072,0.07943993534587629,-0.2251639844832054,-0.3479028028908595,0.0963462107007611,-0.2213979943585834,-0.28707766567661624,-0.22698715970193786,-0.08494525574293987,-0.08358862375310631,-0.04192805335846772,0.4252016793274391,-0.1706008419369398,-0.16465133591010667,-0.16244504604857887,-0.1634538969471514,,-0.16982631908518978,,-0.16717841300675215,,-0.16252498030991566,,-0.16419702593068733,0.4900700746749449,0.3746816097548079,0.22260953887330168,0.2651151187320807,0.25993635349747934,1.0,,-0.27664224817768296,,,-0.23724295109767288,,,-0.21079885136825044,,,,0.047454500084590685,
relaxed_formation_potential_energy_bcc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relaxed_formation_potential_energy_fcc,0.6748168340089614,-0.040313656193123035,-0.15328979068267365,-0.7364015886135871,-0.7307215910109555,-0.7442595825753917,0.28715914481648824,0.8173686071742019,0.6056643605416602,0.46009476530097737,0.8520404947503972,-0.4565490956543693,0.2855519068568506,0.7679202476644947,0.09010252332793192,0.2806945470464539,0.8240038862151218,0.7024085935334458,0.7004055515924084,0.6943433119327961,0.5917996124782134,-0.47069980454852284,0.7879247385650046,0.8054381236376058,0.7660542059844138,0.7919653006805562,,0.7775658497448134,,0.7944113591662203,,0.7584057802537476,,0.7764030570920021,0.2071325341020688,0.2233389966613525,0.5876880652290052,-0.1787940549364069,0.5708700730731338,-0.27664224817768296,,1.0,,,0.9843300629135177,,,0.6899211548410744,,,,-0.5423776237715934,
relaxed_formation_potential_energy_hcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unrelaxed_formation_potential_energy_bcc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unrelaxed_formation_potential_energy_fcc,0.6421882855260655,-0.010590222106850618,-0.18790344826322036,-0.7107865632218888,-0.7082070441394085,-0.7205836577769719,0.35098312192354403,0.840221561390567,0.6107527295267996,0.495015905658544,0.8317970839586287,-0.4154662512871284,0.3548046890511037,0.7906780676498738,0.1424091337474815,0.33245363229734254,0.8453273082508572,0.6759293910910728,0.725298606148239,0.7238633100904239,0.6312232251973816,-0.4679661692018434,0.8348913133078165,0.8525397061305899,0.8186406549543526,0.8398719684669466,,0.8302852853631788,,0.8471564084938292,,0.8161166321990975,,0.8317954597001196,0.2633664827506889,0.2765140375784258,0.579694621342147,-0.09544278591848566,0.5695105353004971,-0.23724295109767288,,0.9843300629135177,,,1.0,,,0.6304374992607726,,,,-0.4808293962445069,
unrelaxed_formation_potential_energy_hcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vacancy_migration_energy_bcc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vacancy_migration_energy_fcc,0.8356692055649965,-0.11180884999613205,-0.1956116467824025,-0.658698310701207,-0.6443337418042996,-0.6050616844785677,0.08947515861340678,0.5701611137398487,0.3308371783400766,0.38458672220119294,0.7895565343712485,-0.3933570894905033,0.07923570854798782,0.4760517094174958,-0.16256701149465508,0.10534932355995162,0.6542092714630793,0.5167127504952437,0.5309671763107326,0.5315560915517112,0.3737988537250029,-0.5020673661794018,0.5622568426164748,0.5564517971823933,0.4860019137012059,0.5332091469808461,,0.5474767204647061,,0.5346302071338499,,0.47505551350161884,,0.5048546394872916,0.3041481990171971,0.32243402968589807,0.8239460066590546,-0.21384718289360738,0.78948975827172,-0.21079885136825044,,0.6899211548410744,,,0.6304374992607726,,,1.0,,,,-0.6177481279962027,
vacancy_migration_energy_hcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vacancy_migration_energy_sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relaxation_volume_bcc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relaxation_volume_fcc,-0.5544281170489351,0.1880971019787821,0.2186335458472137,0.6897541933752078,0.7429604730029737,0.6598583224122057,0.02683019940351374,-0.2655972350008248,-0.24690417646073995,-0.21771804942483616,-0.547286100372428,0.33003262548241014,0.03183844571601972,-0.22215998536341466,0.15872464730298733,0.016750953638563777,-0.30421427283883967,-0.40911618092086705,-0.38167857952896544,-0.331203965667092,-0.29550887395045194,0.228977372153718,-0.34447744276859366,-0.34781577992838086,-0.3005843012874547,-0.3337820871199919,,-0.3213165814907775,,-0.31384550808844974,,-0.2796082628252682,,-0.2944106256057311,-0.2446451330940942,-0.2595864718078303,-0.5844047525170298,0.1156157156399449,-0.5628623401125032,0.047454500084590685,,-0.5423776237715934,,,-0.4808293962445069,,,-0.6177481279962027,,,,1.0,
relaxation_volume_hcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
